TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;ID_DOC;VL_PATRIM_LIQ;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_ATIVO;DS_ATIVO;DT_VENC;PF_PJ_EMISSOR;CPF_CNPJ_EMISSOR;EMISSOR;RISCO_EMISSOR;CD_SELIC;DT_INI_VIGENCIA;CD_PAIS;PAIS;CD_BV_MERC;BV_MERC
CLASSES FIIM;54.314.981/0001-70;IT NOW IDIV RENDA DIVIDENDOS FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2024-06-30;693629;40565886.54;AÇÕES;;N;Para negociação;16652.00;188055.88;102734.00;1170087.48;86082.00;963257.58;;;BBDC3;;;;;;;;1973-12-06;;;;
CLASSES FIIM;54.314.981/0001-70;IT NOW IDIV RENDA DIVIDENDOS FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2024-06-30;693629;40565886.54;AÇÕES;;N;Para negociação;2394.00;20054.02;14889.00;123525.06;12495.00;105832.65;;;RANI3;;;;;;;;1981-06-10;;;;
CLASSES FIIM;54.314.981/0001-70;IT NOW IDIV RENDA DIVIDENDOS FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2024-06-30;693629;40565886.54;AÇÕES;;N;Para negociação;2867.00;57711.04;17740.00;339631.38;14873.00;306383.80;;;CURY3;;;;;;;;2020-09-21;;;;
CLASSES FIIM;54.314.981/0001-70;IT NOW IDIV RENDA DIVIDENDOS FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2024-06-30;693629;40565886.54;AÇÕES;;N;Para negociação;1434.00;36635.14;8870.00;223441.60;7436.00;190659.04;;;AGRO3;;;;;;;;2006-05-02;;;;
CLASSES FIIM;54.314.981/0001-70;IT NOW IDIV RENDA DIVIDENDOS FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2024-06-30;693629;40565886.54;AÇÕES;;N;Para negociação;6723.00;26467.51;41758.00;160677.35;35035.00;138388.25;;;JHSF3;;;;;;;;2007-04-12;;;;
CLASSES FIIM;54.314.981/0001-70;IT NOW IDIV RENDA DIVIDENDOS FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2024-06-30;693629;40565886.54;AÇÕES;;N;Para negociação;8993.00;232664.73;55301.00;1393920.33;46308.00;1216048.08;;;TRPL4;;;;;;;;1999-07-26;;;;
CLASSES FIIM;54.314.981/0001-70;IT NOW IDIV RENDA DIVIDENDOS FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2024-06-30;693629;40565886.54;AÇÕES;;N;Para negociação;1692.00;9976.60;10486.00;61909.72;8794.00;50213.74;;;WIZC3;;;;;;;;2023-02-09;;;;
CLASSES FIIM;54.314.981/0001-70;IT NOW IDIV RENDA DIVIDENDOS FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2024-06-30;693629;40565886.54;AÇÕES;;N;Para negociação;5579.00;342369.66;34567.00;2107511.64;28988.00;1803633.36;;;VALE3;;;;;;;;1982-02-15;;;;
CLASSES FIIM;54.314.981/0001-70;IT NOW IDIV RENDA DIVIDENDOS FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2024-06-30;693629;40565886.54;AÇÕES;;N;Para negociação;15293.00;199539.36;94314.00;1138775.48;79021.00;1078636.65;;;STBP3;;;;;;;;2007-11-21;;;;
CLASSES FIIM;54.314.981/0001-70;IT NOW IDIV RENDA DIVIDENDOS FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2024-06-30;693629;40565886.54;AÇÕES;;N;Para negociação;3966.00;38455.60;24641.00;237454.90;20675.00;198066.50;;;KEPL3;;;;;;;;1981-02-13;;;;
CLASSES FIIM;54.314.981/0001-70;IT NOW IDIV RENDA DIVIDENDOS FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2024-06-30;693629;40565886.54;AÇÕES;;N;Para negociação;1623.00;35459.74;10048.00;210061.96;8425.00;186529.50;;;ABCB4;;;;;;;;2007-07-25;;;;
CLASSES FIIM;54.314.981/0001-70;IT NOW IDIV RENDA DIVIDENDOS FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2024-06-30;693629;40565886.54;AÇÕES;;N;Para negociação;2442.00;64733.04;15185.00;389432.21;12743.00;338836.37;;;DIRR3;;;;;;;;2009-11-19;;;;
CLASSES FIIM;54.314.981/0001-70;IT NOW IDIV RENDA DIVIDENDOS FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2024-06-30;693629;40565886.54;AÇÕES;;N;Para negociação;5735.00;253092.57;35579.00;1554650.91;29844.00;1321790.76;;;EGIE3;;;;;;;;2016-07-21;;;;
CLASSES FIIM;54.314.981/0001-70;IT NOW IDIV RENDA DIVIDENDOS FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2024-06-30;693629;40565886.54;AÇÕES;;N;Para negociação;1188.00;37654.36;7378.00;229327.35;6190.00;200184.60;;;LEVE3;;;;;;;;1973-04-30;;;;
CLASSES FIIM;54.314.981/0001-70;IT NOW IDIV RENDA DIVIDENDOS FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2024-06-30;693629;40565886.54;TÍTULOS PÚBLICOS;;;Para negociação;2117.00;31636037.43;2121.00;31670609.16;4.00;60057.66;;;210100;;;;;;;;2024-09-01;;;;
CLASSES FIIM;54.314.981/0001-70;IT NOW IDIV RENDA DIVIDENDOS FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2024-06-30;693629;40565886.54;DISPONIBILIDADES;;;Para negociação;;;;;;26002.01;;;DISPONIBILIDADES;;;;;;;;;;;;
CLASSES FIIM;54.314.981/0001-70;IT NOW IDIV RENDA DIVIDENDOS FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2024-06-30;693629;40565886.54;VALORES A PAGAR;;;Para negociação;;;;;;5197765.20;;;VALORES A PAGAR;;;;;;;;;;;;
CLASSES FIIM;54.314.981/0001-70;IT NOW IDIV RENDA DIVIDENDOS FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2024-06-30;693629;40565886.54;VALORES A RECEBER;;;Para negociação;;;;;;5374947.93;;;VALORES A RECEBER;;;;;;;;;;;;
CLASSES FIIM;54.314.981/0001-70;IT NOW IDIV RENDA DIVIDENDOS FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2024-06-30;693629;40565886.54;MERCADO FUTURO - POSIÇÕES COMPRADAS;;;Para negociação;0.00;0.00;0.00;0.00;;-780.00;;;FUT WIN;;;;;;;;;;;;
CLASSES FIIM;54.314.981/0001-70;IT NOW IDIV RENDA DIVIDENDOS FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2024-06-30;693629;40565886.54;CERTIFICADO OU RECIBO DE DEPÓSITO DE VALORES MOBILIÁRIOS;;N;Para negociação;0.00;0.00;0.00;0.00;25519.00;873515.37;;;TAEE11;;;;;;;;2012-05-28;;;;
CLASSES FIIM;54.314.981/0001-70;IT NOW IDIV RENDA DIVIDENDOS FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2024-06-30;693629;40565886.54;CERTIFICADO OU RECIBO DE DEPÓSITO DE VALORES MOBILIÁRIOS;;N;Para negociação;0.00;0.00;0.00;0.00;34437.00;945640.02;;;SANB11;;;;;;;;2009-10-07;;;;
CLASSES FIIM;54.314.981/0001-70;IT NOW IDIV RENDA DIVIDENDOS FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2024-06-30;693629;40565886.54;CERTIFICADO OU RECIBO DE DEPÓSITO DE VALORES MOBILIÁRIOS;;N;Para negociação;0.00;0.00;0.00;0.00;48669.00;1043463.36;;;KLBN11;;;;;;;;2014-01-10;;;;
CLASSES FIIM;54.825.284/0001-84;BUENA VISTA NASDAQ-100 NEOS HIGH INCOME ETF INDEX (NDXHIEN) FUNDO DE ÍNDICE - RESPONSABILIDADE LIM;2024-06-30;696223;39654079.33;DISPONIBILIDADES;Outros;;Para negociação;;;;;;707713.96;;;;EXTERIOR CAIXA;;PJ;4423567000121;*** A Definir ***;;;;;;;
CLASSES FIIM;54.825.284/0001-84;BUENA VISTA NASDAQ-100 NEOS HIGH INCOME ETF INDEX (NDXHIEN) FUNDO DE ÍNDICE - RESPONSABILIDADE LIM;2024-06-30;696223;39654079.33;VALORES A PAGAR;Outros;;Para negociação;;;;;;3297.41;;;;TAXA GEST?O PROVIS?O;;PJ;29415858000107;SEM DEFINI??O;;;;;;;
CLASSES FIIM;54.825.284/0001-84;BUENA VISTA NASDAQ-100 NEOS HIGH INCOME ETF INDEX (NDXHIEN) FUNDO DE ÍNDICE - RESPONSABILIDADE LIM;2024-06-30;696223;39654079.33;VALORES A PAGAR;Outros;;Para negociação;;;;;;1437.80;;;;TX ESCRT VAR PROVIS?O;;PJ;29415858000107;SEM DEFINI??O;;;;;;;
CLASSES FIIM;54.825.284/0001-84;BUENA VISTA NASDAQ-100 NEOS HIGH INCOME ETF INDEX (NDXHIEN) FUNDO DE ÍNDICE - RESPONSABILIDADE LIM;2024-06-30;696223;39654079.33;VALORES A PAGAR;Outros;;Para negociação;;;;;;476.74;;;;TAXA ADM PROVIS?O;;PJ;29415858000107;SEM DEFINI??O;;;;;;;
