CNPJ_FUNDO;DT_REG;VL_TAXA_PERFM;DS_TAXA_PERFM;DT_INI_TAXA_PERFM
00.906.044/0001-85;2005-03-21;20.000000000000;Para informacoes adicionais, vide o Regulamento;2023-03-08
00.947.958/0001-94;2005-03-04;20.000000000000;;2007-09-10
00.947.958/0001-94;2005-03-04;20.000000000000;Para informações adicionais, vide o Regulamento;2019-04-03
00.947.958/0001-94;2005-03-04;20.000000000000;'Para informações adicionais, vide o Regulamento;2019-09-30
00.947.958/0001-94;2005-03-04;20.000000000000;Para informacoes adicionais, vide o Regulamento;2022-01-28
00.970.059/0001-02;2005-03-10;100.000000000000;;2007-09-19
00.970.059/0001-02;2005-03-10;100.000000000000;;2016-06-30
00.970.059/0001-02;2005-03-10;100.000000000000;-;2018-05-03
00.970.074/0001-50;2005-02-11;0.000000000000;;2016-02-17
00.973.117/0001-51;2005-03-14;0.000000000000;;2017-01-13
00.974.902/0001-29;2005-03-31;0.000000000000;;2016-04-26
00.975.480/0001-06;2005-04-06;0.000000000000;;2016-06-24
00.977.449/0001-04;2005-02-01;0.000000000000;;2016-08-25
00.978.119/0001-33;2005-03-16;0.000000000000;;2016-03-15
00.979.181/0001-40;2005-03-10;0.000000000000;;2016-06-27
00.982.697/0001-43;2005-04-07;0.000000000000;;2016-06-13
00.993.996/0001-83;2005-04-13;25.000000000000;;2007-08-20
00.996.200/0001-46;2005-03-19;0.000000000000;;2017-01-04
01.004.714/0001-30;2005-03-15;20.000000000000;;2010-04-07
01.023.194/0001-03;2005-04-06;0.000000000000;;2016-06-24
01.045.435/0001-15;2005-03-16;0.000000000000;;2016-02-04
01.045.437/0001-04;2005-03-16;0.000000000000;;2016-02-04
01.063.897/0001-65;2005-03-18;15.000000000000;;2007-08-31
01.063.897/0001-65;2005-03-18;15.000000000000;O ADMINISTRADOR RECEBERÁ TAMBÉM TAXA DE PERFORMANCE, EQUIVALENTE A 15% (QUINZE POR CENTO) DA RENTABILIDADE DO FUNDO QUE EXCEDER A 100% (CEM POR CENTO) DA VARIAÇÃO DO BM&FBOVESPA SMALL CAP - SMLL, APURADO PELA BM&FBOVESPA. A TAXA DE PERFORMANCE SERÁ CALCULADA A PARTIR DA VALORIZAÇÃO DOS ATIVOS DO FUNDO.;2022-06-28
01.069.185/0001-53;2005-03-31;0.000000000000;;2020-12-29
01.071.664/0001-04;2021-08-03;0.000000000000;;2021-12-20
01.091.638/0001-48;2005-02-15;0.000000000000;;2016-05-30
01.094.797/0001-04;2005-04-14;0.000000000000;;2016-04-07
01.099.040/0001-03;2005-03-18;0.000000000000;;2023-01-30
01.103.103/0001-40;2005-03-16;20.000000000000;;2007-08-07
01.103.103/0001-40;2005-03-16;20.000000000000;O fundo cobrara 20.00 % do que exceder 100.00 % o indice CDIE. A taxa de performance sera paga no(s) mes(es) de Maio e Novembro;2016-11-01
01.107.772/0001-90;2005-03-31;0.000000000000;;2016-06-30
01.108.008/0001-39;2005-03-18;0.000000000000;;2016-02-04
01.108.010/0001-08;2005-03-31;0.200000000000;O FUNDO  cobrará taxa de performance equivalente a 20% (vinte por cento) da rentabilidade do FUNDO que exceder a 100% (cem por cento) da variação do benchmark estipulado, ou seja, 20% (vinte por cento) da variação da taxa Selic + 20% (vinte por cento) da variação do IMA-C + 60% (sessenta por cento) da variação do IMA-B, já descontada a taxa de administração.;2008-01-02
01.108.010/0001-08;2005-03-31;20.000000000000;20% Selic + 20% IMA-C + 60% IMA-B (5+);2010-03-04
01.108.019/0001-19;2005-03-16;0.000000000000;;2016-02-04
01.111.801/0001-97;2005-03-24;0.000000000000;;2017-06-26
01.114.310/0001-08;2005-04-06;0.000000000000;;2016-06-17
01.116.818/0001-37;2005-03-21;20.000000000000;;2007-09-25
01.116.818/0001-37;2005-03-21;15.000000000000;;2007-12-14
01.129.004/0001-37;2005-03-21;0.000000000000;;2022-12-27
01.129.992/0001-14;2005-04-08;20.000000000000;Valor equivalente a 20% aplicável sobre a valorização diária da quota do FUNDO que exceder a 100% da variação diária do indicador composto dos seguintes índices: 20% da taxa SELIC (+) 20% da taxa IMA-C (+) 60% da taxa IMA-B.;2008-01-02
01.129.992/0001-14;2005-04-08;20.000000000000;Valor equivalente a 20% aplicável sobre a valorização diária da quota do FUNDO que exceder a 100% da variação diária do indicador composto dos seguintes índices: 20% da taxa SELIC (+) 15% da taxa IMA-C (+) 65% da taxa IMA-B.;2012-01-02
01.129.992/0001-14;2005-04-08;20.000000000000;O FUNDO persegue como meta de rentabilidade, a seguinte composição cumulativa de limites e indexadores: 20% da variação da taxa SELIC, 15% da variação do IMA-C e 65% da variação do IMA-B (?Parâmetro?).;2012-03-05
01.129.992/0001-14;2005-04-08;20.000000000000;;2015-12-01
01.135.345/0001-15;2005-04-05;0.000000000000;;2018-05-02
01.147.626/0001-98;2005-03-31;0.000000000000;;2016-06-23
01.147.626/0001-98;2005-03-31;10.000000000000;;2023-10-11
01.147.641/0001-36;2005-04-04;0.000000000000;;2016-10-19
01.165.780/0001-92;2004-12-22;0.000000000000;;2015-10-16
01.165.781/0001-37;2004-12-22;0.000000000000;;2015-10-29
01.165.788/0001-59;2004-12-30;0.000000000000;;2016-06-07
01.165.792/0001-17;2004-12-22;0.000000000000;;2015-11-11
01.165.796/0001-03;2004-12-22;0.000000000000;;2015-11-17
01.171.956/0001-19;2005-03-23;0.000000000000;;2016-06-30
01.171.957/0001-63;2004-12-30;0.000000000000;;2016-05-13
01.174.068/0001-50;2005-03-31;0.000000000000;;2017-12-05
01.197.545/0001-00;2005-03-23;0.000000000000;;2016-06-30
01.214.092/0001-75;2005-03-10;20.000000000000;;2007-09-03
01.214.092/0001-75;2005-03-10;20.000000000000;O fundo cobrara 20.00 % do que exceder 100.00 % o indice CDIE. A taxa de performance sera paga no(s) mes(es) de Janeiro e Julho;2017-01-03
01.221.890/0001-24;2005-03-29;20.000000000000;;2007-08-20
01.221.890/0001-24;2005-03-29;20.000000000000;20% que exceder 100% do CDI. Apurada 30.06 e 31.12, paga semestralmente em até 5 d.u., com marca d agua e sem prorrogação.;2020-03-04
01.221.890/0001-24;2005-03-29;20.000000000000;CDI;2022-01-13
01.231.931/0001-63;2005-02-15;0.000000000000;;2016-04-25
01.259.660/0001-54;2005-03-18;0.000000000000;;2016-02-04
01.260.187/0001-25;2005-03-24;0.000000000000;;2016-03-02
01.271.827/0001-00;2005-03-16;0.000000000000;;2022-04-12
01.284.482/0001-11;2005-03-31;20.000000000000;;2008-01-08
01.284.482/0001-11;2005-03-31;20.000000000000;+ 20% IMA-C + 60% Ima B;2008-06-06
01.284.482/0001-11;2005-03-31;20.000000000000;+ 20% IMA-C + 60% Ima B (5+);2010-01-04
01.284.482/0001-11;2005-03-31;20.000000000000;20% SELIC + 65% IMA-B + 15% IMA-C;2012-01-02
01.284.482/0001-11;2005-03-31;20.000000000000;85% IMA-B + 15% IMA-C;2013-01-02
01.284.482/0001-11;2005-03-31;20.000000000000;15% IMA-C + 85% IMA-B 5;2015-01-02
01.290.897/0001-06;2005-03-30;0.000000000000;;2019-04-12
01.309.845/0001-26;2005-03-30;0.000000000000;;2017-12-11
01.323.834/0001-09;2005-03-18;20.000000000000;;2011-06-07
01.323.834/0001-09;2005-03-18;20.000000000000;xemplo: Suponha que um fundo cobre 20% sobre o que exceder IGPM+6%. Nesse caso, o Campo 1 recebe 20%, o Campo 2 recebe IGPM, o Campo 3 recebe 100% e o Campo 4 recebe 6%.;2016-06-24
01.340.605/0001-94;2005-02-28;0.000000000000;;2016-06-29
01.353.260/0001-03;2005-04-15;0.000000000000;;2016-05-11
01.353.624/0001-55;2005-04-01;0.000000000000;;2017-08-18
01.353.626/0001-44;2005-03-17;0.000000000000;;2019-04-18
01.361.072/0001-27;2005-03-22;0.000000000000;;2016-06-27
01.361.073/0001-71;2005-03-24;0.000000000000;;2024-09-09
01.361.074/0001-16;2005-03-24;0.000000000000;;2021-09-01
01.363.042/0001-50;2005-04-04;0.000000000000;;2016-10-19
01.375.954/0001-41;2005-03-10;20.000000000000;20% do que exceder 100% do CDI;2021-08-30
01.380.701/0001-66;2005-04-14;15.000000000000;;2007-08-13
01.392.020/0001-18;2005-04-09;0.000000000000;;2016-04-04
01.392.021/0001-62;2005-04-07;0.000000000000;;2016-06-03
01.394.744/0001-09;2005-04-01;0.000000000000;;2016-05-27
01.396.302/0001-93;2005-04-15;0.000000000000;;2016-05-11
01.410.032/0001-28;2005-03-03;0.000000000000;;2016-05-04
01.414.891/0001-95;2005-03-11;20.000000000000;;2007-09-03
01.414.891/0001-95;2005-03-11;20.000000000000;O fundo cobrara 20.00 % do que exceder 100.00 % o indice CDIE. A taxa de performance sera paga no(s) mes(es) de Fevereiro e Agosto;2017-01-06
01.424.041/0001-78;2005-04-08;0.000000000000;;2020-09-04
01.430.938/0001-04;2005-03-10;15.000000000000;;2007-09-03
01.430.938/0001-04;2005-03-10;0.000000000000;;2017-01-12
01.433.414/0001-77;2005-03-08;0.000000000000;;2021-11-19
01.434.078/0001-87;2005-04-08;0.000000000000;;2019-04-12
01.452.422/0001-60;2005-03-24;20.000000000000;Benchmark= 20%IMAC+60%IMAB+20%SELIC;2008-01-02
01.452.422/0001-60;2005-03-24;20.000000000000;;2011-05-11
01.452.621/0001-79;2005-04-08;15.000000000000;;2008-10-14
01.452.621/0001-79;2005-04-08;12.500000000000;;2011-07-01
01.452.621/0001-79;2005-04-08;10.000000000000;O ADMINISTRADOR RECEBERÁ TAMBÉM TAXA DE PERFORMANCE, EQUIVALENTE A 10% (DEZ POR CENTO) DA RENTABILIDADE DO FUNDO QUE EXCEDER A 100% (CEM POR CENTO) DA VARIAÇÃO DO CDI DE UM DIA, APURADO PELA CETIP. A TAXA DE PERFORMANCE SERÁ CALCULADA A PARTIR DA VALORIZAÇÃO DOS ATIVOS DO FUNDO.;2022-09-21
01.464.595/0001-07;2005-04-15;0.000000000000;;2019-12-16
01.465.733/0001-64;2005-01-13;0.000000000000;;2016-06-27
01.490.766/0001-64;2005-03-15;0.000000000000;;2016-02-04
01.496.940/0001-86;2005-04-08;0.000000000000;;2016-06-24
01.498.756/0001-75;2005-03-21;0.000000000000;;2017-11-06
01.508.152/0001-62;2005-03-31;0.000000000000;;2016-06-24
01.525.057/0001-77;2004-12-22;0.000000000000;;2016-03-22
01.531.571/0001-15;2005-03-24;20.000000000000;A taxa de desempenho será apurada diariamente, devendo ser paga ao ADMINISTRADOR semestralmente, por período vencido, no primeiro dia útil de cada semestre, após a dedução de todas as despesas, inclusive da taxa de administração.;2007-10-03
01.531.571/0001-15;2005-03-24;0.000000000000;;2016-06-22
01.536.201/0001-70;2005-03-18;0.000000000000;;2020-10-01
01.536.204/0001-04;2005-03-22;40.000000000000;;2007-09-13
01.537.488/0001-53;2005-03-14;20.000000000000;;2007-09-12
01.541.649/0001-82;2005-03-23;0.000000000000;;2016-06-30
01.543.332/0001-85;2005-04-15;100.000000000000;O FUNDO pagará, ainda, além da taxa de administração prevista, a título de taxa de desempenho, o valor equivalente a 100% (cem por cento) sobre o excedente da rentabilidade líquida do FUNDO em relação a 99 % (noventa e nove por cento) do CDI.;2007-01-09
01.549.381/0001-25;2005-03-15;20.000000000000;;2007-08-10
01.549.381/0001-25;2005-03-15;0.200000000000;;2016-06-14
01.549.381/0001-25;2005-03-15;0.200000000000;;2016-06-21
01.553.455/0001-05;2008-03-05;0.000000000000;;2016-05-10
01.561.079/0001-92;2005-03-15;0.000000000000;;2016-02-04
01.562.582/0001-62;2005-04-06;20.000000000000;;2016-06-24
01.562.963/0001-41;2005-03-10;0.000000000000;;2016-06-24
01.569.618/0001-30;2004-12-13;0.000000000000;;2016-04-11
01.576.619/0001-01;2005-03-16;25.000000000000;;2007-09-27
01.578.474/0001-88;2005-03-21;0.000000000000;;2016-05-10
01.578.474/0001-88;2005-03-21;20.000000000000;;2020-05-07
01.578.476/0001-77;2005-04-07;0.000000000000;;2016-01-19
01.587.403/0001-41;2005-04-20;0.000000000000;;2016-06-15
01.590.019/0001-06;2005-04-05;0.000000000000;;2019-05-30
01.591.605/0001-67;2005-02-15;0.000000000000;;2016-06-28
01.597.187/0001-15;2005-03-16;0.000000000000;;2016-03-03
01.597.189/0001-04;2005-04-07;0.000000000000;;2016-06-24
01.597.275/0001-17;2005-03-17;0.000000000000;;2021-09-01
01.597.964/0001-21;2005-04-19;0.000000000000;;2016-01-07
01.599.628/0001-18;2005-03-16;0.000000000000;;2016-10-24
01.601.389/0001-93;2005-04-07;0.000000000000;;2016-06-30
01.601.394/0001-04;2005-04-05;0.000000000000;;2016-03-24
01.603.578/0001-03;2005-03-23;0.000000000000;;2016-05-02
01.605.280/0001-24;2005-03-17;0.000000000000;;2016-02-04
01.605.448/0001-00;2005-04-15;0.000000000000;;2016-04-04
01.606.509/0001-45;2005-04-09;0.000000000000;;2016-06-24
01.606.543/0001-10;2005-03-23;0.000000000000;;2016-06-30
01.606.543/0001-10;2005-03-23;20.000000000000;-;2018-07-12
01.606.544/0001-64;2005-03-23;0.000000000000;;2016-06-30
01.606.545/0001-09;2005-03-23;0.000000000000;;2016-06-27
01.606.546/0001-53;2005-03-23;0.000000000000;;2016-06-17
01.606.552/0001-00;2005-03-16;0.000000000000;;2016-06-30
01.608.399/0001-50;2005-03-29;0.000000000000;;2021-08-05
01.608.572/0001-10;2005-04-04;0.000000000000;;2016-06-02
01.608.573/0001-65;2005-04-01;0.000000000000;;2016-06-07
01.611.293/0001-06;2005-04-08;0.000000000000;;2016-04-14
01.613.104/0001-34;2005-03-15;0.000000000000;;2022-11-29
01.615.742/0001-94;2005-01-13;20.000000000000;;2007-10-10
01.615.744/0001-83;2005-01-13;0.000000000000;;2016-06-21
01.616.137/0001-38;2005-03-21;0.000000000000;;2016-06-08
01.616.228/0001-73;2005-03-15;0.000000000000;;2016-02-04
01.620.027/0001-40;2005-03-28;0.000000000000;;2016-08-31
01.620.606/0001-92;2005-03-14;0.000000000000;;2016-02-04
01.622.154/0001-88;2005-02-18;0.000000000000;;2016-06-24
01.623.379/0001-59;2005-04-05;0.000000000000;;2019-09-10
01.623.389/0001-94;2005-03-15;0.000000000000;;2019-06-07
01.623.393/0001-52;2005-03-14;20.000000000000;;2009-02-09
01.623.535/0001-81;2005-03-16;0.000000000000;;2016-06-27
01.623.538/0001-15;2005-04-07;100.000000000000;;2007-09-18
01.623.538/0001-15;2005-04-07;100.000000000000;A TAXA DE PERFORMANCE SERÁ O QUE EXCEDER A 99,2% (NOVENTA E NOVE VÍRGULA DOIS POR CENTO) DA VALORIZAÇÃO DA TAXA MÉDIA DIÁRIA DE DI, DE UM DIA (ÍNDICE DE REFERÊNCIA), NOS PERÍODOS DE 01 DE AGOSTO A 31 DE JANEIRO E 01 DE FEVEREIRO A 31 DE JULHO DE CADA ANO, APURADA PELA CENTRAL DE CUSTÓDIA E LIQUIDAÇÃO - CETIP, CALCULADA E APROPRIADA DIARIAMENTE NOS DIAS CONSIDERADOS ÚTEIS.;2023-01-30
01.623.538/0001-15;2005-04-07;100.000000000000;A TAXA DE PERFORMANCE SERÁ O QUE EXCEDER A 99,2%  DA VALORIZAÇÃO DA TAXA MÉDIA DIÁRIA DE DI, DE UM DIA, NOS PERÍODOS DE 01 DE AGOSTO A 31 DE JANEIRO E 01 DE FEVEREIRO A 31 DE JULHO DE CADA ANO, APURADA PELA CENTRAL DE CUSTÓDIA E LIQUIDAÇÃO - CETIP, CALCULADA E APROPRIADA DIARIAMENTE NOS DIAS CONSIDERADOS ÚTEIS.;2024-10-02
01.623.857/0001-20;2005-04-13;20.000000000000;;2007-08-13
