TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;VL_VENDA_NEGOC;VL_AQUIS_NEGOC;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2025-03-31;Opções - Posições lançadas;;;268500;;2025-09-27
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2025-03-31;Opções - Posições titulares;;;372500;;2025-09-27
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2025-03-31;Operações Compromissadas;;;8562500;;2025-09-27
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2025-03-31;Outros valores mobiliários registrados na CVM objeto de oferta pública;;;32839;;2025-09-27
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2025-03-31;Valores a pagar;;;1516636;;2025-09-27
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2025-03-31;Valores a receber;;;2026435;;2025-09-27
CLASSES - FIF;02.343.288/0001-22;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES MAINÁ;2025-03-31;Cotas de Fundos;;;958467558;;2025-09-27
CLASSES - FIF;02.343.288/0001-22;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES MAINÁ;2025-03-31;Operações Compromissadas;;;5918170;;2025-09-27
CLASSES - FIF;02.343.288/0001-22;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES MAINÁ;2025-03-31;Valores a pagar;;;1855043;;2025-09-27
CLASSES - FIF;02.343.288/0001-22;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES MAINÁ;2025-03-31;Valores a receber;;;42452;;2025-09-27
CLASSES - FIF;02.436.763/0001-05;SANTANDER SELEÇÃO CRESCIMENTO SENIOR AÇÕES - CLASSE DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA;2025-03-31;Cotas de Fundos;;;92145238;;2025-09-27
CLASSES - FIF;02.436.763/0001-05;SANTANDER SELEÇÃO CRESCIMENTO SENIOR AÇÕES - CLASSE DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA;2025-03-31;Disponibilidades;;;5000;;2025-09-27
CLASSES - FIF;02.436.763/0001-05;SANTANDER SELEÇÃO CRESCIMENTO SENIOR AÇÕES - CLASSE DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA;2025-03-31;Valores a pagar;;;286792;;2025-09-27
CLASSES - FIF;02.436.763/0001-05;SANTANDER SELEÇÃO CRESCIMENTO SENIOR AÇÕES - CLASSE DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA;2025-03-31;Valores a receber;;;381606;;2025-09-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2025-03-31;Ações;433430;850843;3735108;;2025-09-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2025-03-31;Ações e outros TVM cedidos em empréstimo;;;2833036;;2025-09-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2025-03-31;Certificado ou recibo de depósito de valores mobiliários;;;741400;;2025-09-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2025-03-31;Compras a termo a receber;;;2764430;;2025-09-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2025-03-31;Obrigações por ações e outros TVM recebidos em empréstimo;;;594635;;2025-09-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2025-03-31;Opções - Posições lançadas;;;5499;;2025-09-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2025-03-31;Opções - Posições titulares;;;3333;;2025-09-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2025-03-31;Operações Compromissadas;;;541414;;2025-09-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2025-03-31;Outras operações passivas e exigibilidades;;;33700;;2025-09-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2025-03-31;Valores a pagar;;;3376557;;2025-09-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2025-03-31;Valores a receber;;;67521;;2025-09-27
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2025-03-31;Ações;3054529;2937838;12810749;;2025-09-27
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2025-03-31;Certificado ou recibo de depósito de valores mobiliários;;;229869;;2025-09-27
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2025-03-31;Debêntures;;;122827;;2025-09-27
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2025-03-31;Obrigações por ações e outros TVM recebidos em empréstimo;;;1582724;;2025-09-27
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2025-03-31;Opções - Posições lançadas;;;1586;;2025-09-27
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2025-03-31;Opções - Posições titulares;;;16323;;2025-09-27
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2025-03-31;Operações Compromissadas;;;2492267;;2025-09-27
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2025-03-31;Valores a pagar;;;103582;;2025-09-27
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2025-03-31;Valores a receber;;;77629;;2025-09-27
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2025-03-31;Ações;66253217;17418808;222324227;;2025-09-27
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2025-03-31;Ações e outros TVM cedidos em empréstimo;;;177445182;;2025-09-27
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2025-03-31;Certificado ou recibo de depósito de valores mobiliários;;;5797331;;2025-09-27
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2025-03-31;Disponibilidades;;;10315;;2025-09-27
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2025-03-31;Mercado Futuro - Posições compradas;;;-37180;;2025-09-27
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2025-03-31;Operações Compromissadas;;;1161041;;2025-09-27
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2025-03-31;Outros valores mobiliários registrados na CVM objeto de oferta pública;;;34857;;2025-09-27
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2025-03-31;Valores a pagar;;;52195294;;2025-09-27
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2025-03-31;Valores a receber;;;54625806;;2025-09-27
CLASSES - FIF;04.195.359/0001-12;EXECUTIVE TOP FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-03-31;Ações;1259170;991902;5395361;;2025-09-27
CLASSES - FIF;04.195.359/0001-12;EXECUTIVE TOP FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-03-31;Mercado Futuro - Posições compradas;;;7398;;2025-09-27
CLASSES - FIF;04.195.359/0001-12;EXECUTIVE TOP FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-03-31;Operações Compromissadas;;;1646941;;2025-09-27
CLASSES - FIF;04.195.359/0001-12;EXECUTIVE TOP FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-03-31;Valores a pagar;;;287363;;2025-09-27
CLASSES - FIF;04.195.359/0001-12;EXECUTIVE TOP FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-03-31;Valores a receber;;;79289;;2025-09-27
CLASSES - FIF;04.435.076/0001-09;SANTANDER SELEÇÃO MAX AÇÕES - CLASSE DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA;2025-03-31;Cotas de Fundos;;;7894762;;2025-09-27
CLASSES - FIF;04.435.076/0001-09;SANTANDER SELEÇÃO MAX AÇÕES - CLASSE DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA;2025-03-31;Disponibilidades;;;5000;;2025-09-27
CLASSES - FIF;04.435.076/0001-09;SANTANDER SELEÇÃO MAX AÇÕES - CLASSE DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA;2025-03-31;Valores a pagar;;;8674;;2025-09-27
CLASSES - FIF;04.435.076/0001-09;SANTANDER SELEÇÃO MAX AÇÕES - CLASSE DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA;2025-03-31;Valores a receber;;;3900;;2025-09-27
CLASSES - FIF;04.437.399/0001-23;GUEPARDO C FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2025-03-31;Cotas de Fundos;;;39604971;;2025-09-27
CLASSES - FIF;04.437.399/0001-23;GUEPARDO C FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2025-03-31;Disponibilidades;;;24198;;2025-09-27
CLASSES - FIF;04.437.399/0001-23;GUEPARDO C FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2025-03-31;Valores a pagar;;;56502;;2025-09-27
CLASSES - FIF;04.437.399/0001-23;GUEPARDO C FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2025-03-31;Valores a receber;;;7473;;2025-09-27
CLASSES - FIF;04.568.129/0001-51;LYNDOS FUNDOS DE INVESTIMENTO DE ACOES;2025-03-31;Ações;52478;295017;6083752;;2025-09-27
CLASSES - FIF;04.568.129/0001-51;LYNDOS FUNDOS DE INVESTIMENTO DE ACOES;2025-03-31;Ações e outros TVM cedidos em empréstimo;;;108410;;2025-09-27
CLASSES - FIF;04.568.129/0001-51;LYNDOS FUNDOS DE INVESTIMENTO DE ACOES;2025-03-31;Certificado ou recibo de depósito de valores mobiliários;;;441672;;2025-09-27
CLASSES - FIF;04.568.129/0001-51;LYNDOS FUNDOS DE INVESTIMENTO DE ACOES;2025-03-31;Cotas de Fundos;;;2171053;;2025-09-27
CLASSES - FIF;04.568.129/0001-51;LYNDOS FUNDOS DE INVESTIMENTO DE ACOES;2025-03-31;Operações Compromissadas;;;51957;;2025-09-27
CLASSES - FIF;04.568.129/0001-51;LYNDOS FUNDOS DE INVESTIMENTO DE ACOES;2025-03-31;Títulos Públicos;102364;102312;87453;;2025-09-27
CLASSES - FIF;04.568.129/0001-51;LYNDOS FUNDOS DE INVESTIMENTO DE ACOES;2025-03-31;Valores a pagar;;;6615;;2025-09-27
CLASSES - FIF;04.568.129/0001-51;LYNDOS FUNDOS DE INVESTIMENTO DE ACOES;2025-03-31;Valores a receber;;;19037;;2025-09-27
CLASSES - FIF;04.616.277/0001-02;SANTANDER ETHICAL SUSTENTABILIDADE SPECIAL IS AÇÕES - CIC FIF RESP LIMITADA;2025-03-31;Cotas de Fundos;;;19313597;;2025-09-27
CLASSES - FIF;04.616.277/0001-02;SANTANDER ETHICAL SUSTENTABILIDADE SPECIAL IS AÇÕES - CIC FIF RESP LIMITADA;2025-03-31;Disponibilidades;;;5000;;2025-09-27
CLASSES - FIF;04.616.277/0001-02;SANTANDER ETHICAL SUSTENTABILIDADE SPECIAL IS AÇÕES - CIC FIF RESP LIMITADA;2025-03-31;Valores a pagar;;;50174;;2025-09-27
CLASSES - FIF;04.616.277/0001-02;SANTANDER ETHICAL SUSTENTABILIDADE SPECIAL IS AÇÕES - CIC FIF RESP LIMITADA;2025-03-31;Valores a receber;;;87188;;2025-09-27
CLASSES - FIF;04.702.079/0001-53;FUNDO DE INVESTIMENTO EM AÇÕES IP SELEÇÃO;2025-03-31;Ações;28377221;4334479;103535017;;2025-09-27
CLASSES - FIF;04.702.079/0001-53;FUNDO DE INVESTIMENTO EM AÇÕES IP SELEÇÃO;2025-03-31;Ações e outros TVM cedidos em empréstimo;;;9358771;;2025-09-27
CLASSES - FIF;04.702.079/0001-53;FUNDO DE INVESTIMENTO EM AÇÕES IP SELEÇÃO;2025-03-31;Brazilian Depository Receipt - BDR;;;132915100;;2025-09-27
CLASSES - FIF;04.702.079/0001-53;FUNDO DE INVESTIMENTO EM AÇÕES IP SELEÇÃO;2025-03-31;Certificado ou recibo de depósito de valores mobiliários;;;41834905;;2025-09-27
CLASSES - FIF;04.702.079/0001-53;FUNDO DE INVESTIMENTO EM AÇÕES IP SELEÇÃO;2025-03-31;Mercado Futuro - Posições vendidas;;;722432;;2025-09-27
CLASSES - FIF;04.702.079/0001-53;FUNDO DE INVESTIMENTO EM AÇÕES IP SELEÇÃO;2025-03-31;Operações Compromissadas;;;19048480;;2025-09-27
CLASSES - FIF;04.702.079/0001-53;FUNDO DE INVESTIMENTO EM AÇÕES IP SELEÇÃO;2025-03-31;Valores a pagar;;;227619;;2025-09-27
CLASSES - FIF;04.702.079/0001-53;FUNDO DE INVESTIMENTO EM AÇÕES IP SELEÇÃO;2025-03-31;Valores a receber;;;2590551;;2025-09-27
CLASSES - FIF;04.736.006/0001-82;SANTANDER ETHICAL SUSTENTABILIDADE IS AÇÕES - FIF RESPONSABILIDADE LIMITADA;2025-03-31;Ações;5308605;4816442;36828692;;2025-09-27
CLASSES - FIF;04.736.006/0001-82;SANTANDER ETHICAL SUSTENTABILIDADE IS AÇÕES - FIF RESPONSABILIDADE LIMITADA;2025-03-31;Certificado ou recibo de depósito de valores mobiliários;;;4589903;;2025-09-27
CLASSES - FIF;04.736.006/0001-82;SANTANDER ETHICAL SUSTENTABILIDADE IS AÇÕES - FIF RESPONSABILIDADE LIMITADA;2025-03-31;Disponibilidades;;;10483;;2025-09-27
CLASSES - FIF;04.736.006/0001-82;SANTANDER ETHICAL SUSTENTABILIDADE IS AÇÕES - FIF RESPONSABILIDADE LIMITADA;2025-03-31;Opções - Posições lançadas;;;59070;;2025-09-27
CLASSES - FIF;04.736.006/0001-82;SANTANDER ETHICAL SUSTENTABILIDADE IS AÇÕES - FIF RESPONSABILIDADE LIMITADA;2025-03-31;Opções - Posições titulares;;;81950;;2025-09-27
CLASSES - FIF;04.736.006/0001-82;SANTANDER ETHICAL SUSTENTABILIDADE IS AÇÕES - FIF RESPONSABILIDADE LIMITADA;2025-03-31;Operações Compromissadas;;;1694571;;2025-09-27
CLASSES - FIF;04.736.006/0001-82;SANTANDER ETHICAL SUSTENTABILIDADE IS AÇÕES - FIF RESPONSABILIDADE LIMITADA;2025-03-31;Outros valores mobiliários registrados na CVM objeto de oferta pública;;;4329;;2025-09-27
CLASSES - FIF;04.736.006/0001-82;SANTANDER ETHICAL SUSTENTABILIDADE IS AÇÕES - FIF RESPONSABILIDADE LIMITADA;2025-03-31;Valores a pagar;;;69595;;2025-09-27
CLASSES - FIF;04.736.006/0001-82;SANTANDER ETHICAL SUSTENTABILIDADE IS AÇÕES - FIF RESPONSABILIDADE LIMITADA;2025-03-31;Valores a receber;;;555440;;2025-09-27
CLASSES - FIF;04.812.385/0001-42;CARDINAL PARTNERS RENOIR FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-03-31;Ações;0;0;6329137;;2025-09-27
CLASSES - FIF;04.812.385/0001-42;CARDINAL PARTNERS RENOIR FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-03-31;Cotas de Fundos;;;11661922;;2025-09-27
CLASSES - FIF;04.812.385/0001-42;CARDINAL PARTNERS RENOIR FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-03-31;Disponibilidades;;;3199;;2025-09-27
CLASSES - FIF;04.812.385/0001-42;CARDINAL PARTNERS RENOIR FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-03-31;Valores a pagar;;;10055;;2025-09-27
CLASSES - FIF;04.812.385/0001-42;CARDINAL PARTNERS RENOIR FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-03-31;Valores a receber;;;8128;;2025-09-27
CLASSES - FIF;04.817.198/0001-51;GHL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-03-31;Ações;0;25194;5455223;;2025-09-27
CLASSES - FIF;04.817.198/0001-51;GHL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-03-31;Certificado ou recibo de depósito de valores mobiliários;;;191845;;2025-09-27
CLASSES - FIF;04.817.198/0001-51;GHL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-03-31;Operações Compromissadas;;;1345154;;2025-09-27
CLASSES - FIF;04.817.198/0001-51;GHL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-03-31;Outras aplicações;;;27011;;2025-09-27
CLASSES - FIF;04.817.198/0001-51;GHL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-03-31;Outras operações passivas e exigibilidades;;;27011;;2025-09-27
CLASSES - FIF;04.817.198/0001-51;GHL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-03-31;Valores a pagar;;;31565;;2025-09-27
CLASSES - FIF;04.817.198/0001-51;GHL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-03-31;Valores a receber;;;154952;;2025-09-27
CLASSES - FIF;04.981.711/0001-45;SANTANDER PB JURUA AÇÕES - FUNDO DE INVESTIMENTO FINANCEIRO;2025-03-31;Ações;4468083;8404742;13502301;;2025-09-27
CLASSES - FIF;04.981.711/0001-45;SANTANDER PB JURUA AÇÕES - FUNDO DE INVESTIMENTO FINANCEIRO;2025-03-31;Ações e outros TVM cedidos em empréstimo;;;9383318;;2025-09-27
CLASSES - FIF;04.981.711/0001-45;SANTANDER PB JURUA AÇÕES - FUNDO DE INVESTIMENTO FINANCEIRO;2025-03-31;Cotas de Fundos;;;265467;;2025-09-27
CLASSES - FIF;04.981.711/0001-45;SANTANDER PB JURUA AÇÕES - FUNDO DE INVESTIMENTO FINANCEIRO;2025-03-31;Disponibilidades;;;4999;;2025-09-27
CLASSES - FIF;04.981.711/0001-45;SANTANDER PB JURUA AÇÕES - FUNDO DE INVESTIMENTO FINANCEIRO;2025-03-31;Outros valores mobiliários registrados na CVM objeto de oferta pública;;;17733;;2025-09-27
CLASSES - FIF;04.981.711/0001-45;SANTANDER PB JURUA AÇÕES - FUNDO DE INVESTIMENTO FINANCEIRO;2025-03-31;Valores a pagar;;;22965;;2025-09-27
CLASSES - FIF;04.981.711/0001-45;SANTANDER PB JURUA AÇÕES - FUNDO DE INVESTIMENTO FINANCEIRO;2025-03-31;Valores a receber;;;196795;;2025-09-27
CLASSES - FIF;05.384.841/0001-63;ZENITH VITÓRIA RÉGIA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-03-31;Ações;7816077;6411165;34447017;;2025-09-27
CLASSES - FIF;05.384.841/0001-63;ZENITH VITÓRIA RÉGIA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-03-31;Mercado Futuro - Posições compradas;;;59191;;2025-09-27
CLASSES - FIF;05.384.841/0001-63;ZENITH VITÓRIA RÉGIA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-03-31;Operações Compromissadas;;;10852679;;2025-09-27
CLASSES - FIF;05.384.841/0001-63;ZENITH VITÓRIA RÉGIA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-03-31;Valores a pagar;;;1850881;;2025-09-27
CLASSES - FIF;05.384.841/0001-63;ZENITH VITÓRIA RÉGIA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-03-31;Valores a receber;;;549556;;2025-09-27
CLASSES - FIF;05.878.458/0001-61;PACIÊNCIA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-03-31;Ações;0;0;9548500;;2025-09-27
CLASSES - FIF;05.878.458/0001-61;PACIÊNCIA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-03-31;Cotas de Fundos;;;32002355;;2025-09-27
CLASSES - FIF;05.878.458/0001-61;PACIÊNCIA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-03-31;Disponibilidades;;;1000;;2025-09-27
CLASSES - FIF;05.878.458/0001-61;PACIÊNCIA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-03-31;Obrigações por compra a termo a pagar;;;9181611;;2025-09-27
CLASSES - FIF;05.878.458/0001-61;PACIÊNCIA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-03-31;Títulos Públicos;0;0;3880357;;2025-09-27
CLASSES - FIF;05.878.458/0001-61;PACIÊNCIA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-03-31;Valores a pagar;;;31678;;2025-09-27
CLASSES - FIF;05.878.458/0001-61;PACIÊNCIA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-03-31;Valores a receber;;;0;;2025-09-27
CLASSES - FIF;05.969.595/0001-01;SKOPOS BLUE BIRDS LONG ONLY FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-03-31;Ações;2428338;239034;8226183;;2025-09-27
CLASSES - FIF;05.969.595/0001-01;SKOPOS BLUE BIRDS LONG ONLY FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-03-31;Certificado ou recibo de depósito de valores mobiliários;;;1055036;;2025-09-27
CLASSES - FIF;05.969.595/0001-01;SKOPOS BLUE BIRDS LONG ONLY FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-03-31;Operações Compromissadas;;;276840;;2025-09-27
CLASSES - FIF;05.969.595/0001-01;SKOPOS BLUE BIRDS LONG ONLY FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-03-31;Outros valores mobiliários registrados na CVM objeto de oferta pública;;;8204;;2025-09-27
CLASSES - FIF;05.969.595/0001-01;SKOPOS BLUE BIRDS LONG ONLY FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-03-31;Valores a pagar;;;95845;;2025-09-27
CLASSES - FIF;05.969.595/0001-01;SKOPOS BLUE BIRDS LONG ONLY FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2025-03-31;Valores a receber;;;303453;;2025-09-27
CLASSES - FIF;06.035.405/0001-41;GUEPARDO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2025-03-31;Cotas de Fundos;;;132891416;;2025-09-27
CLASSES - FIF;06.035.405/0001-41;GUEPARDO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2025-03-31;Disponibilidades;;;42782;;2025-09-27
CLASSES - FIF;06.035.405/0001-41;GUEPARDO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2025-03-31;Valores a pagar;;;323928;;2025-09-27
CLASSES - FIF;06.035.405/0001-41;GUEPARDO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2025-03-31;Valores a receber;;;133424;;2025-09-27
CLASSES - FIF;06.041.391/0001-79;NÚCLEOS III OCEANA FUNDO DE  INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-03-31;Ações;92714483;22759516;202397841;;2025-09-27
