TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;VL_VENDA_NEGOC;VL_AQUIS_NEGOC;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC
CLASSES - FIF;03.524.814/0001-13;ALVORADA FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES - RESPONSABILIDADE LIMITADA;2024-12-31;Ações e outros TVM cedidos em empréstimo;;;1625889671;;2025-06-29
CLASSES - FIF;03.524.814/0001-13;ALVORADA FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES - RESPONSABILIDADE LIMITADA;2024-12-31;Certificado ou recibo de depósito de valores mobiliários;0;0;53201506;;2025-06-29
CLASSES - FIF;03.524.814/0001-13;ALVORADA FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES - RESPONSABILIDADE LIMITADA;2024-12-31;Disponibilidades;;;2000;;2025-06-29
CLASSES - FIF;03.524.814/0001-13;ALVORADA FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES - RESPONSABILIDADE LIMITADA;2024-12-31;Operações Compromissadas;;;9874456;;2025-06-29
CLASSES - FIF;03.524.814/0001-13;ALVORADA FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES - RESPONSABILIDADE LIMITADA;2024-12-31;Outros valores mobiliários registrados na CVM objeto de oferta pública;0;0;3309;;2025-06-29
CLASSES - FIF;03.524.814/0001-13;ALVORADA FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES - RESPONSABILIDADE LIMITADA;2024-12-31;Valores a pagar;;;189825;;2025-06-29
CLASSES - FIF;03.524.814/0001-13;ALVORADA FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES - RESPONSABILIDADE LIMITADA;2024-12-31;Valores a receber;;;50150023;;2025-06-29
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2024-12-31;Ações;1700361;1215517;5972425;;2025-06-29
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2024-12-31;Ações e outros TVM cedidos em empréstimo;;;156621;;2025-06-29
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2024-12-31;Compras a termo a receber;;;2332970;;2025-06-29
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2024-12-31;Obrigações por ações e outros TVM recebidos em empréstimo;;;595832;;2025-06-29
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2024-12-31;Opções - Posições titulares;;;675;;2025-06-29
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2024-12-31;Operações Compromissadas;;;1361247;;2025-06-29
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2024-12-31;Valores a pagar;;;3530846;;2025-06-29
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2024-12-31;Valores a receber;;;180620;;2025-06-29
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;Ações;674100;1034065;11847235;;2025-06-29
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;Certificado ou recibo de depósito de valores mobiliários;;;236770;;2025-06-29
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;Debêntures;;;124116;;2025-06-29
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;Obrigações por ações e outros TVM recebidos em empréstimo;;;2037929;;2025-06-29
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;Opções - Posições lançadas;;;31613;;2025-06-29
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;Opções - Posições titulares;;;242438;;2025-06-29
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;Operações Compromissadas;;;2718254;;2025-06-29
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;Valores a pagar;;;756752;;2025-06-29
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;Valores a receber;;;99263;;2025-06-29
CLASSES - FIF;04.437.399/0001-23;GUEPARDO C FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2024-12-31;Cotas de Fundos;;;39886981;;2025-06-29
CLASSES - FIF;04.437.399/0001-23;GUEPARDO C FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2024-12-31;Disponibilidades;;;37110;;2025-06-29
CLASSES - FIF;04.437.399/0001-23;GUEPARDO C FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2024-12-31;Valores a pagar;;;65095;;2025-06-29
CLASSES - FIF;04.437.399/0001-23;GUEPARDO C FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2024-12-31;Valores a receber;;;5892;;2025-06-29
CLASSES - FIF;04.568.129/0001-51;LYNDOS FUNDOS DE INVESTIMENTO DE ACOES;2024-12-31;Ações;49954;803355;6063309;;2025-06-29
CLASSES - FIF;04.568.129/0001-51;LYNDOS FUNDOS DE INVESTIMENTO DE ACOES;2024-12-31;Brazilian Depository Receipt - BDR;;;238938;;2025-06-29
CLASSES - FIF;04.568.129/0001-51;LYNDOS FUNDOS DE INVESTIMENTO DE ACOES;2024-12-31;Cotas de Fundos;;;2009749;;2025-06-29
CLASSES - FIF;04.568.129/0001-51;LYNDOS FUNDOS DE INVESTIMENTO DE ACOES;2024-12-31;Operações Compromissadas;;;42271;;2025-06-29
CLASSES - FIF;04.568.129/0001-51;LYNDOS FUNDOS DE INVESTIMENTO DE ACOES;2024-12-31;Títulos Públicos;479538;0;87354;;2025-06-29
CLASSES - FIF;04.568.129/0001-51;LYNDOS FUNDOS DE INVESTIMENTO DE ACOES;2024-12-31;Valores a pagar;;;7298;;2025-06-29
CLASSES - FIF;04.568.129/0001-51;LYNDOS FUNDOS DE INVESTIMENTO DE ACOES;2024-12-31;Valores a receber;;;51215;;2025-06-29
CLASSES - FIF;06.035.405/0001-41;GUEPARDO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;Cotas de Fundos;;;140046841;;2025-06-29
CLASSES - FIF;06.035.405/0001-41;GUEPARDO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;Disponibilidades;;;28196;;2025-06-29
CLASSES - FIF;06.035.405/0001-41;GUEPARDO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;Valores a pagar;;;228621;;2025-06-29
CLASSES - FIF;06.035.405/0001-41;GUEPARDO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;Valores a receber;;;21322;;2025-06-29
CLASSES - FIF;07.187.517/0001-80;PORTO SFA FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2024-12-31;Cotas de Fundos;;;311836103;;2025-06-29
CLASSES - FIF;07.187.517/0001-80;PORTO SFA FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2024-12-31;Disponibilidades;;;30912;;2025-06-29
CLASSES - FIF;07.187.517/0001-80;PORTO SFA FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2024-12-31;Valores a pagar;;;856128;;2025-06-29
CLASSES - FIF;07.187.517/0001-80;PORTO SFA FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2024-12-31;Valores a receber;;;370036;;2025-06-29
CLASSES - FIF;07.205.740/0001-03;BONANÇA FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;Ações;380850;1052248;27457697;;2025-06-29
CLASSES - FIF;07.205.740/0001-03;BONANÇA FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;Ações e outros TVM cedidos em empréstimo;;;5905153;;2025-06-29
CLASSES - FIF;07.205.740/0001-03;BONANÇA FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;Certificado ou recibo de depósito de valores mobiliários;;;3098698;;2025-06-29
CLASSES - FIF;07.205.740/0001-03;BONANÇA FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;Compras a termo a receber;;;1447600;;2025-06-29
CLASSES - FIF;07.205.740/0001-03;BONANÇA FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;Cotas de Fundos;;;16004630;;2025-06-29
CLASSES - FIF;07.205.740/0001-03;BONANÇA FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;Opções - Posições lançadas;;;89879;;2025-06-29
CLASSES - FIF;07.205.740/0001-03;BONANÇA FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;Opções - Posições titulares;;;41362;;2025-06-29
CLASSES - FIF;07.205.740/0001-03;BONANÇA FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;Valores a pagar;;;1504027;;2025-06-29
CLASSES - FIF;07.205.740/0001-03;BONANÇA FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;Valores a receber;;;601281;;2025-06-29
CLASSES - FIF;07.670.184/0001-46;JABURÁ FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES;2024-12-31;Ações;22500000;23191200;115637686;;2025-06-29
CLASSES - FIF;07.670.184/0001-46;JABURÁ FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES;2024-12-31;Ações e outros TVM cedidos em empréstimo;;;8857013;;2025-06-29
CLASSES - FIF;07.670.184/0001-46;JABURÁ FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES;2024-12-31;Compras a termo a receber;;;47747000;;2025-06-29
CLASSES - FIF;07.670.184/0001-46;JABURÁ FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES;2024-12-31;Cotas de Fundos;;;13104468;;2025-06-29
CLASSES - FIF;07.670.184/0001-46;JABURÁ FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES;2024-12-31;Debêntures;;;2832902;;2025-06-29
CLASSES - FIF;07.670.184/0001-46;JABURÁ FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES;2024-12-31;Operações Compromissadas;;;18442040;;2025-06-29
CLASSES - FIF;07.670.184/0001-46;JABURÁ FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES;2024-12-31;Outros valores mobiliários registrados na CVM objeto de oferta pública;;;916860;;2025-06-29
CLASSES - FIF;07.670.184/0001-46;JABURÁ FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES;2024-12-31;Valores a pagar;;;53072478;;2025-06-29
CLASSES - FIF;07.670.184/0001-46;JABURÁ FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES;2024-12-31;Valores a receber;;;1798765;;2025-06-29
CLASSES - FIF;07.946.573/0001-51;1818 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES - RESPONSABILIDADE LIMITADA;2024-12-31;Cotas de Fundos;;;31373382;;2025-06-29
CLASSES - FIF;07.946.573/0001-51;1818 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES - RESPONSABILIDADE LIMITADA;2024-12-31;Disponibilidades;;;26255;;2025-06-29
CLASSES - FIF;07.946.573/0001-51;1818 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES - RESPONSABILIDADE LIMITADA;2024-12-31;Valores a pagar;;;2382;;2025-06-29
CLASSES - FIF;07.946.573/0001-51;1818 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES - RESPONSABILIDADE LIMITADA;2024-12-31;Valores a receber;;;17377;;2025-06-29
CLASSES - FIF;08.804.108/0001-49;PINGUIM FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;Cotas de Fundos;;;447191309;;2025-06-29
CLASSES - FIF;08.804.108/0001-49;PINGUIM FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;Operações Compromissadas;;;28193;;2025-06-29
CLASSES - FIF;08.804.108/0001-49;PINGUIM FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;Valores a pagar;;;2382;;2025-06-29
CLASSES - FIF;08.804.108/0001-49;PINGUIM FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;Valores a receber;;;293505;;2025-06-29
CLASSES - FIF;09.094.156/0001-53;DIMORAES FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2024-12-31;Ações;0;0;236108700;;2025-06-29
CLASSES - FIF;09.094.156/0001-53;DIMORAES FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2024-12-31;Certificado ou recibo de depósito de valores mobiliários;;;83370000;;2025-06-29
CLASSES - FIF;09.094.156/0001-53;DIMORAES FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2024-12-31;Cotas de Fundos;;;4045026;;2025-06-29
CLASSES - FIF;09.094.156/0001-53;DIMORAES FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2024-12-31;Operações Compromissadas;;;2123750;;2025-06-29
CLASSES - FIF;09.094.156/0001-53;DIMORAES FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2024-12-31;Títulos Públicos;2803242;9863301;19702943;;2025-06-29
CLASSES - FIF;09.094.156/0001-53;DIMORAES FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2024-12-31;Valores a pagar;;;71752;;2025-06-29
CLASSES - FIF;09.094.156/0001-53;DIMORAES FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2024-12-31;Valores a receber;;;6306290;;2025-06-29
CLASSES - FIF;11.267.201/0001-76;MARATAÍZES FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2024-12-31;Ações;206015;146488;975166;;2025-06-29
CLASSES - FIF;11.267.201/0001-76;MARATAÍZES FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2024-12-31;Ações e outros TVM cedidos em empréstimo;;;603085;;2025-06-29
CLASSES - FIF;11.267.201/0001-76;MARATAÍZES FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2024-12-31;Brazilian Depository Receipt - BDR;;;381760;;2025-06-29
CLASSES - FIF;11.267.201/0001-76;MARATAÍZES FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2024-12-31;Certificado ou recibo de depósito de valores mobiliários;;;111278;;2025-06-29
CLASSES - FIF;11.267.201/0001-76;MARATAÍZES FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2024-12-31;Cotas de Fundos;;;782382;;2025-06-29
CLASSES - FIF;11.267.201/0001-76;MARATAÍZES FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2024-12-31;Opções - Posições lançadas;;;38294;;2025-06-29
CLASSES - FIF;11.267.201/0001-76;MARATAÍZES FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2024-12-31;Opções - Posições titulares;;;28800;;2025-06-29
CLASSES - FIF;11.267.201/0001-76;MARATAÍZES FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2024-12-31;Operações Compromissadas;;;290876;;2025-06-29
CLASSES - FIF;11.267.201/0001-76;MARATAÍZES FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2024-12-31;Títulos Públicos;0;0;19675;;2025-06-29
CLASSES - FIF;11.267.201/0001-76;MARATAÍZES FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2024-12-31;Valores a pagar;;;119256;;2025-06-29
CLASSES - FIF;11.267.201/0001-76;MARATAÍZES FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2024-12-31;Valores a receber;;;8399;;2025-06-29
CLASSES - FIF;13.001.229/0001-92;RAJADA FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;Cotas de Fundos;;;159840777;;2025-06-29
CLASSES - FIF;13.001.229/0001-92;RAJADA FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;Operações Compromissadas;;;105732;;2025-06-29
CLASSES - FIF;13.001.229/0001-92;RAJADA FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;Valores a pagar;;;2382;;2025-06-29
CLASSES - FIF;13.001.229/0001-92;RAJADA FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;Valores a receber;;;128715;;2025-06-29
CLASSES - FIF;13.549.299/0001-80;SOLIS FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;Ações;0;0;4752009;;2025-06-29
CLASSES - FIF;13.549.299/0001-80;SOLIS FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;Cotas de Fundos;;;44048020;;2025-06-29
CLASSES - FIF;13.549.299/0001-80;SOLIS FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;Operações Compromissadas;;;1189780;;2025-06-29
CLASSES - FIF;13.549.299/0001-80;SOLIS FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;Valores a pagar;;;26372;;2025-06-29
CLASSES - FIF;13.549.299/0001-80;SOLIS FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;Valores a receber;;;18798;;2025-06-29
CLASSES - FIF;13.574.572/0001-26;TRANCOSO IBOVESPA FUNDOS DE INVESTIMENTO EM AÇÕES RESPONSABILIDADE LIMITADA;2024-12-31;Ações;0;29798;1151743;;2025-06-29
CLASSES - FIF;13.574.572/0001-26;TRANCOSO IBOVESPA FUNDOS DE INVESTIMENTO EM AÇÕES RESPONSABILIDADE LIMITADA;2024-12-31;Cotas de Fundos;;;10699364;;2025-06-29
CLASSES - FIF;13.574.572/0001-26;TRANCOSO IBOVESPA FUNDOS DE INVESTIMENTO EM AÇÕES RESPONSABILIDADE LIMITADA;2024-12-31;Operações Compromissadas;;;967396;;2025-06-29
CLASSES - FIF;13.574.572/0001-26;TRANCOSO IBOVESPA FUNDOS DE INVESTIMENTO EM AÇÕES RESPONSABILIDADE LIMITADA;2024-12-31;Valores a pagar;;;143629;;2025-06-29
CLASSES - FIF;13.574.572/0001-26;TRANCOSO IBOVESPA FUNDOS DE INVESTIMENTO EM AÇÕES RESPONSABILIDADE LIMITADA;2024-12-31;Valores a receber;;;2686;;2025-06-29
CLASSES - FIF;13.958.690/0001-38;RETORNO ABSOLUTO QUALIFICADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2024-12-31;Cotas de Fundos;;;9096047;;2025-06-29
CLASSES - FIF;13.958.690/0001-38;RETORNO ABSOLUTO QUALIFICADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2024-12-31;Valores a pagar;;;2835;;2025-06-29
CLASSES - FIF;13.958.690/0001-38;RETORNO ABSOLUTO QUALIFICADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2024-12-31;Valores a receber;;;746850;;2025-06-29
CLASSES - FIF;13.966.586/0001-95;NIKOS POTENCIAL FUNDO DE INVESTIMENTO EM  AÇÕES;2024-12-31;Cotas de Fundos;;;8302710;;2025-06-29
CLASSES - FIF;13.966.586/0001-95;NIKOS POTENCIAL FUNDO DE INVESTIMENTO EM  AÇÕES;2024-12-31;Mercado Futuro - Posições compradas;;;1172;;2025-06-29
CLASSES - FIF;13.966.586/0001-95;NIKOS POTENCIAL FUNDO DE INVESTIMENTO EM  AÇÕES;2024-12-31;Operações Compromissadas;;;1495244;;2025-06-29
CLASSES - FIF;13.966.586/0001-95;NIKOS POTENCIAL FUNDO DE INVESTIMENTO EM  AÇÕES;2024-12-31;Valores a pagar;;;479511;;2025-06-29
CLASSES - FIF;13.966.586/0001-95;NIKOS POTENCIAL FUNDO DE INVESTIMENTO EM  AÇÕES;2024-12-31;Valores a receber;;;4797;;2025-06-29
CLASSES - FIF;14.213.077/0001-54;GUEPARDO INSTITUCIONAL MASTER FUNDO DE INVESTIMENTO FINNCEIRO EM AÇÕES;2024-12-31;Ações;68111296;30296228;2562194209;;2025-06-29
CLASSES - FIF;14.213.077/0001-54;GUEPARDO INSTITUCIONAL MASTER FUNDO DE INVESTIMENTO FINNCEIRO EM AÇÕES;2024-12-31;Operações Compromissadas;;;4093579;;2025-06-29
CLASSES - FIF;14.213.077/0001-54;GUEPARDO INSTITUCIONAL MASTER FUNDO DE INVESTIMENTO FINNCEIRO EM AÇÕES;2024-12-31;Valores a pagar;;;6897974;;2025-06-29
CLASSES - FIF;14.213.077/0001-54;GUEPARDO INSTITUCIONAL MASTER FUNDO DE INVESTIMENTO FINNCEIRO EM AÇÕES;2024-12-31;Valores a receber;;;18355173;;2025-06-29
CLASSES - FIF;16.466.349/0001-53;CONCÓRDIA PUKARA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2024-12-31;Ações;2460369;6284274;43120295;;2025-06-29
CLASSES - FIF;16.466.349/0001-53;CONCÓRDIA PUKARA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2024-12-31;Brazilian Depository Receipt - BDR;;;2589000;;2025-06-29
CLASSES - FIF;16.466.349/0001-53;CONCÓRDIA PUKARA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2024-12-31;Mercado Futuro - Posições vendidas;;;810450;;2025-06-29
CLASSES - FIF;16.466.349/0001-53;CONCÓRDIA PUKARA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2024-12-31;Operações Compromissadas;;;4364164;;2025-06-29
CLASSES - FIF;16.466.349/0001-53;CONCÓRDIA PUKARA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2024-12-31;Outras aplicações;;;130597;;2025-06-29
CLASSES - FIF;16.466.349/0001-53;CONCÓRDIA PUKARA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2024-12-31;Valores a pagar;;;388914;;2025-06-29
CLASSES - FIF;16.466.349/0001-53;CONCÓRDIA PUKARA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2024-12-31;Valores a receber;;;109034;;2025-06-29
CLASSES - FIF;17.094.929/0001-20;ZBN RUBY BDR NÍVEL I FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES;2024-12-31;Ações;498037;125062;13965368;;2025-06-29
CLASSES - FIF;17.094.929/0001-20;ZBN RUBY BDR NÍVEL I FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES;2024-12-31;Cotas de Fundos;;;2314376;;2025-06-29
CLASSES - FIF;17.094.929/0001-20;ZBN RUBY BDR NÍVEL I FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES;2024-12-31;Operações Compromissadas;;;26575;;2025-06-29
CLASSES - FIF;17.094.929/0001-20;ZBN RUBY BDR NÍVEL I FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES;2024-12-31;Valores a pagar;;;28645;;2025-06-29
CLASSES - FIF;17.094.929/0001-20;ZBN RUBY BDR NÍVEL I FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES;2024-12-31;Valores a receber;;;246109;;2025-06-29
CLASSES - FIF;17.759.778/0001-81;FYTO MARACANÃ FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2024-12-31;Ações;339018;0;2982924;;2025-06-29
CLASSES - FIF;17.759.778/0001-81;FYTO MARACANÃ FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2024-12-31;Certificado ou recibo de depósito de valores mobiliários;;;496186;;2025-06-29
CLASSES - FIF;17.759.778/0001-81;FYTO MARACANÃ FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2024-12-31;Operações Compromissadas;;;368604;;2025-06-29
CLASSES - FIF;17.759.778/0001-81;FYTO MARACANÃ FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2024-12-31;Valores a pagar;;;33889;;2025-06-29
CLASSES - FIF;17.759.778/0001-81;FYTO MARACANÃ FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2024-12-31;Valores a receber;;;104218;;2025-06-29
CLASSES - FIF;18.302.338/0001-63;ARTICA LONG TERM FUNDO DE INVESTIMENTO DE AÇÕES;2024-12-31;Ações;26505745;43947631;290324883;;2025-06-29
CLASSES - FIF;18.302.338/0001-63;ARTICA LONG TERM FUNDO DE INVESTIMENTO DE AÇÕES;2024-12-31;Ações e outros TVM cedidos em empréstimo;;;27675017;;2025-06-29
