TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;VL_PATRIM_LIQ
CLASSES - FIF;00.825.076/0001-56;PRATICBEC FIF - CLASSE DE INVESTIMENTO RF CURTO PRAZO - RESPONSABILIDADE LIMITADA;2025-03-31;1192382.75
CLASSES - FIF;00.826.901/0001-37;CS EVOLUTION DI FUNDO DE INVESTIMENTO EM COTAS DE FIF RENDA FIXA REFERENCIADO - RESP LIMITADA;2025-03-31;10939035.79
CLASSES - FIF;00.826.903/0001-26;CSHG TOP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO MULT RESP LIMITADA;2025-03-31;147701999.20
CLASSES - FIF;00.826.907/0001-04;ITAÚ MEDIUM TERM CAPITAL FIX RENDA FIXA REFERENCIADO DI FIF DA CIC RESP LIMITADA;2025-03-31;22221535.76
CLASSES - FIF;00.826.911/0001-72;GOLDEN DI RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA;2025-03-31;7916441.67
CLASSES - FIF;00.828.941/0001-18;ITAÚ ADVANTAGE RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA;2025-03-31;2536954.32
CLASSES - FIF;00.829.280/0001-45;ITAÚ RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2025-03-31;2202924005.25
CLASSES - FIF;00.829.282/0001-34;ITAU EMPRESA RENDA FIXA REFERENCIADO DI FIF CIC RESP LIMITADA;2025-03-31;15505807.02
CLASSES - FIF;00.829.292/0001-70;ITAÚ CORP RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA;2025-03-31;570579564.02
CLASSES - FIF;00.832.407/0001-85;ITAÚ FRANCÊS RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2025-03-31;3814703840.19
CLASSES - FIF;00.832.414/0001-87;ITAÚ RENDA FIXA REFERENCIADO DI PLUS FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA;2025-03-31;72828410.62
CLASSES - FIF;00.832.424/0001-12;ITAÚ PERSONNALITÉ RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO CIC RESP LIMITADA;2025-03-31;2531595.95
CLASSES - FIF;00.832.431/0001-14;ITAÚ PERSONNALITÉ RF PLUS FIF DA CLASSE DE INVESTIMENTO EM COTAS RESP LIMITADA;2025-03-31;24675835.20
CLASSES - FIF;00.832.435/0001-00;ITAÚ INSTITUCIONAL RENDA FIXA REFERENCIADO DI FIF RESP LIMITADA;2025-03-31;7210244064.12
CLASSES - FIF;00.832.443/0001-49;ITAÚ BBA RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESPONSABILIDADE LIMITADA;2025-03-31;47900225.84
CLASSES - FIF;00.832.445/0001-38;ITAÚ RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA;2025-03-31;181819204.75
CLASSES - FIF;00.832.453/0001-84;CSHG DI FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CURTO PRAZO - RESPONSABILIDADE LIMITADA;2025-03-31;2547337.32
CLASSES - FIF;00.832.696/0001-12;SANTANDER CRESCIMENTO VIP RENDA FIXA - CIC FIF RESPONSABILIDADE LIMITADA;2025-03-31;21616695.54
CLASSES - FIF;00.836.258/0001-22;FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CHALLENGER RESPONSABILIDADE LIMITADA;2025-03-31;123744796.16
CLASSES - FIF;00.838.266/0001-08;BANESTES VITÓRIA 500 FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2025-03-31;7494928.14
CLASSES - FIF;00.838.267/0001-52;BANESTES INVESTIDOR AUTOMÁTICO FIF RENDA FIXA CURTO PRAZO RESPONSABILIDADE LIMITADA;2025-03-31;44753184.58
CLASSES - FIF;00.838.269/0001-41;BANESTES INVEST MONEY FIF RENDA FIXA RESPONSABILIDADE LIMITADA;2025-03-31;169348927.52
CLASSES - FIF;00.846.898/0001-13;CHEMICAL FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2025-03-31;11328361.11
CLASSES - FIF;00.856.751/0001-04;NUCLEOS V SULAMÉRICA ALM CLASSE DE INVESTIMENTO RENDA FIXA LONGO PRAZO - RESPONSABILIDADE LIMITADA;2025-03-31;645758022.60
CLASSES - FIF;00.856.755/0001-92;SANTANDER MAIS RENDA FIXA REFERENCIADO DI - CIC FIF RESP LIMITADA;2025-03-31;1281727551.18
CLASSES - FIF;00.885.758/0001-54;SANTANDER PB JATOBÁ RENDA FIXA CRÉDITO PRIVADO - FUNDO DE  INVESTIMENTO FINANCEIRO;2025-03-31;104241414.82
CLASSES - FIF;00.885.760/0001-23;BRADESCO H FC DE FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI LONGO PRAZO 50 - RESP LIMITADA;2025-03-31;92813061.01
CLASSES - FIF;00.906.044/0001-85;TEMPO CAPITAL MANACÁ FIC DE FUNDOS DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-03-31;614882904.74
CLASSES - FIF;00.970.059/0001-02;BRADESCO FIF - CLASSE DE INVESTIMENTO RENDA FIXA EMPRESA - RESPONSABILIDADE LIMITADA;2025-03-31;60873528.58
CLASSES - FIF;00.973.117/0001-51;ITAÚ INSTITUCIONAL MULTIMERCADO JUROS E MOEDAS FIF DA CLASSE DE INVESTIMENTO EM COTAS RESP LIMITADA;2025-03-31;96548348.36
CLASSES - FIF;00.975.480/0001-06;BRADESCO H FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADA DI LONGO PRAZO -RESP LIMITADA;2025-03-31;646090986.23
CLASSES - FIF;00.977.449/0001-04;BNP PARIBAS GERDAU PREVIDÊNCIA 1 CLASSE DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO RESP LIMITADA;2025-03-31;689409982.69
CLASSES - FIF;00.979.181/0001-40;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SOMA - RESPONSABILIDADE LIMITADA;2025-03-31;2793169.07
CLASSES - FIF;01.063.897/0001-65;ITAÚ SMALL CAP VALUATION FIF CIC EM AÇÕES RESP LIMITADA;2025-03-31;220734835.02
CLASSES - FIF;01.099.040/0001-03;UNIVERSAL P FUNDO DE INVESTIMENTO FINANCEIRO DA CLASSE DE INVESTIMENTO EM COTAS MULT RESP LIMITADA;2025-03-31;28015865.65
CLASSES - FIF;01.107.772/0001-90;CONCÓRDIA EXTRA FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA;2025-03-31;17947739.56
CLASSES - FIF;01.114.310/0001-08;BRADESCO H FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA LONGO PRAZO PLUS - RESP LIMITADA;2025-03-31;40134396.50
CLASSES - FIF;01.129.004/0001-37;ITAÚ EMPRESA TRUST RF REFERENCIADO DI FIF DA CLASSE DE INVESTIMENTO EM COTAS RESP LIMITADA;2025-03-31;34500911622.37
CLASSES - FIF;01.135.345/0001-15;ITAÚ ÍNDICE AÇÕES IBOVESPA FIF DA CLASSE DE INVESTIMENTO EM COTAS RESPONSABILIDADE LIMITADA;2025-03-31;52581655.23
CLASSES - FIF;01.147.626/0001-98;MEL CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2025-03-31;223263689.98
CLASSES - FIF;01.174.068/0001-50;PRIVATE IZA FUNDO DE INVESTIMENTO FINANCEIRO DA CLASSE DE INVESTIMENTO EM COTAS MULT RESP LIMITADA;2025-03-31;105563878.31
CLASSES - FIF;01.197.545/0001-00;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA SATURNO - RESPONSABILIDADE LIMITADA;2025-03-31;70803700.26
CLASSES - FIF;01.271.827/0001-00;ITAÚ PRIVATE RENDA FIXA EXCELLENCE FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESPONSABILIDADE LIMITADA;2025-03-31;305084905.70
CLASSES - FIF;01.309.845/0001-26;CSHG SUNRISE FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉD PRIV RESPONSABILIDADE LIMITADA;2025-03-31;156498091.82
CLASSES - FIF;01.361.072/0001-27;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF CIC RESP LIMITADA;2025-03-31;6411357.42
CLASSES - FIF;01.361.073/0001-71;TOP RENDA MISTA CORP RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO FIF DA CIC RESPONSABILIDADE LIMITADA;2025-03-31;20810795.21
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2025-03-31;5197278783.58
CLASSES - FIF;01.380.701/0001-66;SANTANDER PB VII MULTIMERCADO CRÉDITO PRIVADO - FUNDO DE INVESTIMENTO FINANCEIRO;2025-03-31;13726522.89
CLASSES - FIF;01.410.032/0001-28;BB CAP FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA;2025-03-31;4993689542.43
CLASSES - FIF;01.430.938/0001-04;BTG PACTUAL DÓLAR FUNDO DE INVESTIMENTO CAMBIAL;2025-03-31;210327156.04
CLASSES - FIF;01.433.414/0001-77;ITAÚ PERSONNALITÉ PRÊMIO RENDA FIXA REFERENCIADO DI FIF CIC RESP LIMITADA;2025-03-31;36334822.37
CLASSES - FIF;01.525.057/0001-77;CAIXA IBOVESPA FUNDO DE INVESTIMENTO EM COTAS DE CLASSE DE FIF EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-03-31;78038088.54
CLASSES - FIF;01.562.582/0001-62;BRADESCO H FIF - CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO ATIVO - RESP LIMITADA;2025-03-31;313474970.79
CLASSES - FIF;01.587.403/0001-41;BANESTES VIP DI FIC DE FIF RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2025-03-31;348941624.65
CLASSES - FIF;01.590.019/0001-06;ITAÚ PRIVATE SELECT AÇÕES FIF DA CLASSE DE INVESTIMENTO EM COTAS RESPONSABILIDADE LIMITADA;2025-03-31;2501156.66
CLASSES - FIF;01.591.605/0001-67;SANTANDER INSTITUCIONAL RENDA FIXA REF DI - FIF RESP LIMITADA;2025-03-31;6466774432.46
CLASSES - FIF;01.597.187/0001-15;SPECIAL RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2025-03-31;122728876723.35
CLASSES - FIF;01.597.275/0001-17;ITAÚ RENDA FIXA FLOOR FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2025-03-31;1099966834.73
CLASSES - FIF;01.599.628/0001-18;ITAÚ CORP PLUS RENDA FIXA REFERENCIADO DI FIF CIC RESPONSABILIDADE LIMITADA;2025-03-31;7851257153.65
CLASSES - FIF;01.603.578/0001-03;ICATU VANGUARDA XI  FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO - RESP LIMITADA;2025-03-31;16068291.57
CLASSES - FIF;01.608.399/0001-50;CSHG TOP AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FIF EM AÇÕES RESPONSABILIDADE LIMITADA;2025-03-31;30759516.49
CLASSES - FIF;01.613.104/0001-34;ITAÚ PRIVATE CONSERVADOR FIF CIC RENDA FIXA RESP LIMITADA;2025-03-31;17227827.68
CLASSES - FIF;01.615.744/0001-83;SANTANDER EQUILIBRIO ADVANCED RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO - CIC FIF RESP LIMITADA;2025-03-31;9507070490.89
CLASSES - FIF;01.623.538/0001-15;BORSEN FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA - RESPONSABILIDADE LIMITADA;2025-03-31;26023671.12
CLASSES - FIF;01.624.178/0001-76;ITAÚ LION RENDA FIXA REFERENCIADO DI FIF CIC RESP LIMITADA;2025-03-31;7749539.86
CLASSES - FIF;01.624.316/0001-17;ITAÚ RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2025-03-31;24917858662.67
CLASSES - FIF;01.626.952/0001-88;TARGET II FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2025-03-31;52782275.37
CLASSES - FIF;01.626.961/0001-79;FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIIXA AROEIRA - RESPONSABILIDADE LIMITADA;2025-03-31;2065790321.90
CLASSES - FIF;01.630.152/0001-30;SANTANDER BREMEN MULTIMERCADO - FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2025-03-31;708157221.97
CLASSES - FIF;01.630.558/0001-13;SANTANDER RENDA FIXA REFERENCIADO DI - FIF RESP LIMITADA;2025-03-31;66144191768.01
CLASSES - FIF;01.631.246/0001-24;CONSERVADOR FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2025-03-31;207154400.01
CLASSES - FIF;01.655.956/0001-94;SANTANDER PREMIUM RENDA FIXA REFERENCIADO DI - FIF RESP LIMITADA;2025-03-31;1648903067.52
CLASSES - FIF;01.656.101/0001-88;MCR-PRINCIPAL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2025-03-31;431740396.46
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2025-03-31;195056534.86
CLASSES - FIF;01.889.170/0001-31;ITAÚ BBA ÍCARUS RENDA FIXA CURTO PRAZO FIF CIC RESPONSABILIDADE LIMITADA;2025-03-31;68215329.49
CLASSES - FIF;01.912.197/0001-06;FPRV1 SABIÁ FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2025-03-31;11159516317.69
CLASSES - FIF;01.960.341/0001-71;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA CURTO PRAZO VERSÁTIL - RESP LIMITADA;2025-03-31;17888326.63
CLASSES - FIF;01.972.663/0001-30;SUPER PREMIUM RENDA FIXA REFERENCIADO DI FIF CIC RESP LIMITADA;2025-03-31;17026062.83
CLASSES - FIF;02.143.194/0001-00;BRASILETROS PACV FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA - RESPONSABILIDADE LIMITADA;2025-03-31;350744148.42
CLASSES - FIF;02.190.541/0001-55;BRASILSEG RENDA FIXA SOBERANO ATIVO FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2025-03-31;485529231.72
CLASSES - FIF;02.222.178/0001-02;ITAÚ CAMBIAL DÓLAR FUNDO DE INVESTIMENTO FINANCEIRO DA CLASSE DE INVESTIMENTO EM COTAS RESP LIMITADA;2025-03-31;48360594.66
CLASSES - FIF;02.224.354/0001-45;SANTANDER INSTITUCIONAL PREMIUM RENDA FIXA REFERENCIADO DI - CIC FIF RESP LIMITADA;2025-03-31;4144771278.88
CLASSES - FIF;02.224.382/0001-62;SANTANDER  EQUILÍBRIO RENDA FIXA REF DI CRÉDITO PRIVADO - FIF RESP LIMITADA;2025-03-31;11132246859.61
CLASSES - FIF;02.290.048/0001-07;ITAUVEST RENDA FIXA CURTO PRAZO PLUS FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA;2025-03-31;58686658.88
CLASSES - FIF;02.290.279/0001-10;ITAÚ EXCHANGE CAMBIAL FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2025-03-31;1287378791.54
CLASSES - FIF;02.290.280/0001-45;ITAÚ FLEXPREV PLUS FIF CIC RF - RESP LIMITADA;2025-03-31;3813965228.79
CLASSES - FIF;02.290.304/0001-66;ITAÚ FLEXPREV SPECIAL II FIF CIC RF - RESP LIMITADA;2025-03-31;1087969620.20
CLASSES - FIF;02.343.288/0001-22;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES MAINÁ;2025-03-31;962573137.52
CLASSES - FIF;02.367.527/0001-84;SANTANDER MASTER RENDA FIXA REFERENCIADO DI - CIC FIF RESP LIMITADA;2025-03-31;3135324048.86
CLASSES - FIF;02.436.763/0001-05;SANTANDER SELEÇÃO CRESCIMENTO SENIOR AÇÕES - CLASSE DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA;2025-03-31;92245052.70
CLASSES - FIF;02.497.034/0001-69;ITAÚ CAMBIAL DÓLAR - FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA;2025-03-31;10842960.97
CLASSES - FIF;02.498.096/0001-95;SUPER CONSERVADOR FIF MULTIMERCADO - RESPONSABILIDADE LIMITADA;2025-03-31;799802973.94
CLASSES - FIF;02.506.721/0001-01;BB RENDA FIXA SIMPLES SOLIDEZ DIFERENCIADO FUNDO DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA;2025-03-31;19826124169.04
CLASSES - FIF;02.543.811/0001-64;SANTANDER CENTRUM RENDA FIXA REFERENCIADO DI - CIC FIF RESP LIMITADA;2025-03-31;663711782.89
CLASSES - FIF;02.567.996/0001-47;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FIF RF REF DI FEDERAL PLUS - RESP LIMITADA;2025-03-31;174642096.19
CLASSES - FIF;02.567.997/0001-91;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA MARTE - RESPONSABILIDADE LIMITADA;2025-03-31;395489126.34
CLASSES - FIF;02.603.461/0001-84;PORTO SEGURO CLÁSSICO FIF DA CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA LONGO PRAZO RESP LIMITADA;2025-03-31;265791449.55
CLASSES - FIF;02.668.765/0001-20;ITAUPREV ANNUITY V30 FIF CIC MULT - RESP LIMITADA;2025-03-31;15893134.86
CLASSES - FIF;02.668.766/0001-74;ITAUPREV ANNUITY F100 FIF CIC RF - RESP LIMITADA;2025-03-31;68080485.60
CLASSES - FIF;02.668.779/0001-43;ITAUPREV ANNUITY V5 FIF CIC MULT - RESP LIMITADA;2025-03-31;12672335.02
CLASSES - FIF;02.668.782/0001-67;ITAUPREV ANNUITY V15 FIF CIC MULT - RESP LIMITADA;2025-03-31;27928435.88
CLASSES - FIF;02.763.602/0001-26;BRADESCO PRIME FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES SMALL CAP - RESPONSABILIDADE LIMITADA;2025-03-31;64246570.99
CLASSES - FIF;02.763.747/0001-27;HONOR AÇÕES FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2025-03-31;855459077.51
CLASSES - FIF;02.764.336/0001-56;ICATU SEG MODERADO B FC FIF RENDA FIXA - RESPONSABILIDADE LIMITADA;2025-03-31;116303089.40
CLASSES - FIF;02.764.357/0001-71;ICATU SEG COMPOSTO 20C FUNDO DE INVESTIMENTO EM COTAS FIF MULT - RESP LIMITADA;2025-03-31;90693998.69
CLASSES - FIF;02.764.393/0001-35;ICATU SEG COMPOSTO 10C FUNDO DE INVESTIMENTO EM COTAS FIF MULT - RESP LIMITADA;2025-03-31;34802293.19
CLASSES - FIF;02.764.418/0001-09;ICATU SEG COMPOSTO 49C FUNDO DE INVESTIMENTO EM COTAS FIF MULT - RESP LIMITADA;2025-03-31;65059179.51
CLASSES - FIF;02.764.423/0001-03;ICATU SEG COMPOSTO 20B FUNDO DE INVESTIMENTO EM COTAS FIF MULT - RESP LIMITADA;2025-03-31;47314802.19
CLASSES - FIF;02.764.427/0001-91;ICATU SEG COMPOSTO 10B FUNDO DE INVESTIMENTO EM COTAS FIF MULT - RESP LIMITADA;2025-03-31;16001193.84
CLASSES - FIF;02.764.434/0001-93;ICATU SEG COMPOSTO 49B FUNDO DE INVESTIMENTO EM COTAS FIF MULT - RESP LIMITADA;2025-03-31;30636701.29
CLASSES - FIF;02.764.937/0001-69;ICATU SEG MODERADO C FC FIF RENDA FIXA - RESPONSABILIDADE LIMITADA;2025-03-31;178689904.58
CLASSES - FIF;02.770.446/0001-20;POLO ATIVO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2025-03-31;821053658.25
CLASSES - FIF;02.775.809/0001-10;FIORINA FUNDO DE INVESTIMENTO FINANCEIRO DA CLASSE DE INVESTIMENTO EM COTAS MULT RESP LIMITADA;2025-03-31;15373941.53
CLASSES - FIF;02.775.883/0001-37;PRIVBANK DIAMANTE PLUS FIF CIC MULT RESPONSABILIDADE LIMITADA;2025-03-31;7369422.61
CLASSES - FIF;02.811.681/0001-01;SULAMERICA MIX 49 FIF DA CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO RESPONSABILIDADE LIMITADA;2025-03-31;49771592.95
CLASSES - FIF;02.850.835/0001-66;UNIVERSAL I FUNDO DE INVESTIMENTO FINANCEIRO MULT CRÉDITO PRIVADO - RESP LIMITADA;2025-03-31;161915835.62
CLASSES - FIF;02.850.991/0001-27;ITAÚ DI CORPORATE FIF DA CLASSE DE INVESTIMENTO EM COTAS RF REFERENCIADO RESP LIMITADA;2025-03-31;7849538.81
CLASSES - FIF;02.851.024/0001-80;ITAÚ FLEXPREV CORPORATE II FIF CIC RF - RESP LIMITADA;2025-03-31;397237562.77
CLASSES - FIF;02.887.434/0001-80;ITAÚ HIGH YIELD RENDA FIXA CRÉD PRIV LONGO PRAZO FIF CIC RESP LIMITADA;2025-03-31;135993758.94
CLASSES - FIF;02.887.456/0001-40;ITAUVEST RENDA FIXA CURTO PRAZO FIF CIC RESPONSABILIDADE LIMITADA;2025-03-31;1027090.57
CLASSES - FIF;02.887.948/0001-36;ITAÚ RENDA FIXA REFERENCIADO DI MAXIME FIF DA CIC RESP LIMITADA;2025-03-31;1866695775.36
CLASSES - FIF;02.898.519/0001-64;ITAÚ FLEXPREV CORPORATE III RV 49 FIF CIC MULT - RESP LIMITADA;2025-03-31;4984488.34
CLASSES - FIF;02.898.523/0001-22;ITAU FLEXPREV CORPORATE SOVEREIGN FIF CIC RF - RESP LIMITADA;2025-03-31;16935198.77
CLASSES - FIF;02.908.347/0001-62;SANTANDER MAX RENDA FIXA CURTO PRAZO - CIC FIF RESP LIMITADA;2025-03-31;94909001.96
CLASSES - FIF;02.910.278/0001-21;SANTANDER VIP RENDA FIXA REFERENCIADO DI - CIC FIF RESP LIMITADA;2025-03-31;9228484750.64
CLASSES - FIF;02.911.408/0001-40;ITAÚ FLEXPREV I FIF CIC RF - RESP LIMITADA;2025-03-31;1544320596.20
CLASSES - FIF;02.911.564/0001-01;ITAÚ FLEXPREV XVI PREMIUM FIF CIC RF - RESP LIMITADA;2025-03-31;110569835.42
CLASSES - FIF;02.924.217/0001-13;PORTO SEGURO SOBERANO DIAMANTE PREVIDENCIÁRIO FUNDO DE INVESTIMENTO FINANCEIRO RF RESP LIMITADA;2025-03-31;922182084.96
CLASSES - FIF;02.924.248/0001-74;PORTO SEGURO COMPOSTO PREVIDENCIÁRIO FUNDO DE INVESTIMENTO FINANCEIRO DA CIC MULT RESP LIMITADA;2025-03-31;143330890.92
CLASSES - FIF;02.924.262/0001-78;PORTO SEGURO RUBI PREMIUM PREVIDENCIÁRIO FUNDO DE INVESTIMENTO FINANCEIRO CIC RF RESP LIMITADA;2025-03-31;826217844.06
CLASSES - FIF;02.935.723/0001-08;ITAÚ CAPITAL INFLATION INDEX RENDA FIXA FIF CIC RESP LIMITADA;2025-03-31;357922.12
CLASSES - FIF;02.935.788/0001-53;ITAÚ LONG TERM CAPITAL FIX RENDA FIXA LONGO PRAZO FIF CIC RESP LIMITADA;2025-03-31;8547063.33
CLASSES - FIF;02.935.821/0001-45;ITAÚ LONG TERM MAXI FIX RENDA FIXA LONGO PRAZO FIF DA CIC RESPONSABILIDADE LIMITADA;2025-03-31;11823545.41
CLASSES - FIF;02.939.538/0001-91;ITAÚ PRÊMIO RENDA FIXA REFERENCIADO DI FIF CIC RESP LIMITADA;2025-03-31;118838780.16
CLASSES - FIF;02.980.941/0001-64;PRIVATE ABILITY FUNDO DE INVESTIMENTO EM COTAS MULTIMERCADO CRÉDITO PRIVADO;2025-03-31;40730033.46
CLASSES - FIF;03.004.435/0001-00;WE LAREN FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2025-03-31;18451534.91
CLASSES - FIF;03.029.216/0001-78;SANTANDER FLEXÍVEL MASTER RENDA FIXA LONGO PRAZO - CIC FIF RESP LIMITADA;2025-03-31;42782205.86
CLASSES - FIF;03.069.104/0001-40;SANTANDER PREMIUM RENDA FIXA REFERENCIADO DI - CIC FIF RESP LIMITADA;2025-03-31;14158361343.93
CLASSES - FIF;03.077.193/0001-77;SULAMERICA MIX 15 IV FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO DE RESPONSABILIDADE LIMITADA;2025-03-31;41710860.66
