TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;PF_PJ_EMISSOR;CPF_CNPJ_EMISSOR;EMISSOR;DT_VENC;TITULO_POSFX;CD_INDEXADOR_POSFX;DS_INDEXADOR_POSFX;PR_INDEXADOR_POSFX;PR_CUPOM_POSFX;PR_TAXA_PREFX;TITULO_CETIP;TITULO_GARANTIA;CNPJ_INSTITUICAO_FINANC_COOBR
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2024-12-31;Debêntures;Debênture simples;N;Para negociação;;;;;3626.000000;3640338.98;;2025-03-31;PJ;04.065.033/0001-70;ENERGISA ACRE - DISTRIBUIDORA DE EN;2029-12-15;S;DI1;DI de um dia;100.000000;0.950000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2024-12-31;Debêntures;Debênture simples;N;Para negociação;;;;;22602.000000;22730181.13;;2025-03-31;PJ;10.923.227/0001-62;BTG PACTUAL HOL;2029-12-10;S;DI1;DI de um dia;100.000000;1.500000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2024-12-31;Debêntures;Debênture simples;N;Para negociação;;;;;12484.000000;9103395.44;;2025-03-31;PJ;13.270.520/0001-66;KORA SAUDE PARTICIPACOES S.A.;2030-10-30;S;DI1;DI de um dia;100.000000;2.800000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2024-12-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;9.000000;8893335.99;;2025-03-31;PJ;02.328.280/0001-97;Elektro Eletricidade e Serviços S/A;2025-08-30;S;DI1;DI de um dia;100.000000;1.580000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2024-12-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;19279.000000;20212015.68;;2025-03-31;PJ;06.057.223/0001-71;SENDAS DISTRIBUIDORA S/A;2025-02-09;S;DI1;DI de um dia;100.000000;1.700000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2024-12-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;4433.000000;4703382.80;;2025-03-31;PJ;19.527.639/0001-58;ENERGISA MINAS GERAIS DISTRIBUIDORA;2026-07-06;S;DI1;DI de um dia;100.000000;1.550000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2024-12-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;17649.000000;18725468.78;;2025-03-31;PJ;07.282.377/0001-20;ENERGISA SUL-SUDESTE - DISTRIBUIDOR;2026-07-06;S;DI1;DI de um dia;100.000000;1.550000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2024-12-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;7727.000000;7847609.71;;2025-03-31;PJ;90.852.914/0001-73;MASTER SISTEMAS AUTOMOTIVOS LTDA;2031-10-23;S;DI1;DI de um dia;100.000000;1.160000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2024-12-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;25365.000000;25391973.05;;2025-03-31;PJ;23.514.652/0001-40;UTE GNA II GERACAO DE ENERGIA S;2025-07-12;S;DI1;DI de um dia;100.000000;1.000000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2024-12-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;1430.000000;1515205.20;;2025-03-31;PJ;15.413.826/0001-50;EMP. ENERG. DE MATO GROSSO DO SUL;2026-07-11;S;DI1;DI de um dia;100.000000;1.550000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2024-12-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;8852.000000;9161447.12;;;PJ;08.467.115/0001-00;CIA ESTADUAL DE DISTRIBUIÇÃO DE ENE;2027-10-14;S;DI1;DI de um dia;100.000000;1.400000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2024-12-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;2.000000;14992814.72;;2025-03-31;PJ;01.417.222/0001-77;MRS LOGISTICA S.A.;2026-10-22;S;DI1;DI de um dia;100.000000;1.300000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2024-12-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;9276.000000;9558038.77;;2025-03-31;PJ;28.042.871/0001-97;GESTORA DE INTE;2027-09-30;S;DI1;DI de um dia;100.000000;1.450000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2024-12-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;17669.000000;10477367.71;;2025-03-31;PJ;44.292.862/0001-00;EQUATORIAL PARTICIPACOES E INVESTIM;2026-01-10;S;DI1;DI de um dia;100.000000;0.650000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2024-12-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;5117.000000;5282301.14;;2025-03-31;PJ;27.317.702/0001-50;SPIC BRASIL ENERGIA PARTICIPACOES;2026-03-30;S;DI1;DI de um dia;100.000000;2.200000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2024-12-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;11180.000000;11638880.47;;2025-03-31;PJ;97.837.181/0001-47;DURATEX S.A.;2028-03-30;S;DI1;DI de um dia;100.000000;1.705500;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2024-12-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;5066.000000;3614119.12;;2025-03-31;PJ;10.753.164/0001-43;ECO SECURITIZADORA D C AGRONEGOCIO;2027-08-18;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;6.196800;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2024-12-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;24286.000000;24700233.80;;2025-03-31;PJ;08.769.451/0001-08;VIRGO COMPANHIA DE SECURITIZAÇÃO;2032-11-24;S;OUT;OUTROS;100.000000;1.100000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2024-12-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;26331.000000;6694437.00;;2025-03-31;PJ;25.005.683/0001-09;VERT COMPANHIA SECURITIZADORA;2026-04-30;S;OUT;OUTROS;100.000000;2.500000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2024-12-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;913.000000;475430.94;;2025-03-31;PJ;02.773.542/0001-22;OPEA SECURITIZADORA S.A.;2026-11-18;S;OUT;OUTROS;100.000000;6.500000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2024-12-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;5058.000000;5142015.27;;2025-03-31;PJ;10.753.164/0001-43;ECO SECURITIZADORA D C AGRONEGOCIO;2029-06-15;S;OUT;OUTROS;104.000000;0.000000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2024-12-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;1193.000000;826965.40;;2025-03-31;PJ;10.753.164/0001-43;ECO SECURITIZADORA D C AGRONEGOCIO;2027-10-15;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;7.302300;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2024-12-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;2800.000000;1434600.60;;2025-03-31;PJ;10.753.164/0001-43;ECO SECURITIZADORA D C AGRONEGOCIO;2027-12-15;S;OUT;OUTROS;100.000000;2.950000;;S;N;
CLASSES - FIF;01.361.074/0001-16;TOP RENDA FIXA MIX CRÉD PRIV LONGO PRAZO FIF RESPONSABILIDADE LIMITADA;2024-12-31;Títulos ligados ao agronegócio;CRA;N;Para negociação;;;;;11672.000000;11277955.98;;2025-03-31;PJ;10.753.164/0001-43;ECO SECURITIZADORA D C AGRONEGOCIO;2031-06-16;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;6.828600;;S;N;
CLASSES - FIF;01.597.187/0001-15;SPECIAL RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2024-12-31;Debêntures;Debênture simples;N;Para negociação;;;;;258375.000000;275071028.56;;2025-01-30;PJ;13.382.604/0001-91;PEQUENA CENTRAL HIDRELETRICA SL S/A;2029-01-17;S;DI1;DI de um dia;100.000000;1.400000;;S;N;
CLASSES - FIF;01.597.187/0001-15;SPECIAL RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2024-12-31;Debêntures;Debênture simples;N;Para negociação;;;;;20085.000000;19679295.73;;2025-01-30;PJ;02.451.848/0001-62;CONC.SIST.RODOV.ANHANGUERA-BANDEIR.;2030-11-05;S;DI1;DI de um dia;100.000000;0.440000;;S;N;
CLASSES - FIF;01.597.187/0001-15;SPECIAL RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2024-12-31;Debêntures;Debênture simples;N;Para negociação;;;;;587332.000000;588732684.68;;2025-01-30;PJ;01.027.058/0001-91;CIELO SA;2027-12-17;S;DI1;DI de um dia;100.000000;0.540000;;S;N;
CLASSES - FIF;01.597.187/0001-15;SPECIAL RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2024-12-31;Debêntures;Debênture simples;N;Para negociação;;;;;101292.000000;101970211.57;;2025-01-30;PJ;16.670.085/0001-55;LOCALIZA RENT A CAR S/A;2030-12-10;S;DI1;DI de um dia;100.000000;1.550000;;S;N;
CLASSES - FIF;01.597.187/0001-15;SPECIAL RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2024-12-31;Debêntures;Debênture simples;N;Para negociação;;;;;48109.000000;48299246.49;;2025-01-30;PJ;04.065.033/0001-70;ENERGISA ACRE - DISTRIBUIDORA DE EN;2029-12-15;S;DI1;DI de um dia;100.000000;0.950000;;S;N;
CLASSES - FIF;01.597.187/0001-15;SPECIAL RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2024-12-31;Debêntures;Debênture simples;N;Para negociação;;;;;33509.000000;33541822.14;;2025-01-30;PJ;19.014.221/0001-47;CHINA THREE GORGES BRASIL ENERGIA S;2029-12-15;S;DI1;DI de um dia;100.000000;0.430000;;S;N;
CLASSES - FIF;01.597.187/0001-15;SPECIAL RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2024-12-31;Debêntures;Debênture simples;N;Para negociação;;;;;113111.000000;113685659.83;;2025-01-30;PJ;33.611.500/0001-19;GERDAU S.A.;2028-12-10;S;DI1;DI de um dia;100.000000;0.500000;;S;N;
CLASSES - FIF;01.597.187/0001-15;SPECIAL RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2024-12-31;Debêntures;Debênture simples;N;Para negociação;;;;;96564.000000;96959907.91;;2025-01-30;PJ;03.497.792/0001-40;RODOVIAS INTEGR;2029-05-28;S;DI1;DI de um dia;100.000000;0.470000;;S;N;
CLASSES - FIF;01.597.187/0001-15;SPECIAL RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2024-12-31;Debêntures;Debênture simples;N;Para negociação;;;;;54982.000000;55117572.95;;2025-01-30;PJ;05.914.650/0001-66;CENTRAIS ELETRICAS RONDONIA SA;2029-12-15;S;DI1;DI de um dia;100.000000;0.950000;;S;N;
CLASSES - FIF;01.597.187/0001-15;SPECIAL RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2024-12-31;Debêntures;Debênture simples;N;Para negociação;;;;;206910.000000;207368415.12;;2025-01-30;PJ;60.659.463/0029-92;ACHE LABORATORIOS FARMACEUTICOS S.A;2031-12-15;S;DI1;DI de um dia;100.000000;0.700000;;S;N;
CLASSES - FIF;01.597.187/0001-15;SPECIAL RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2024-12-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;89339.000000;90753210.15;;2025-01-30;PJ;10.835.932/0001-08;COMPANHIA ENERGETICA DE PERNAMBUCO;2029-06-20;S;DI1;DI de um dia;100.000000;1.540000;;S;N;
CLASSES - FIF;01.597.187/0001-15;SPECIAL RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2024-12-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;16.000000;119942517.75;;2025-01-30;PJ;01.417.222/0001-77;MRS LOGISTICA S.A.;2026-10-22;S;DI1;DI de um dia;100.000000;1.300000;;S;N;
CLASSES - FIF;01.597.187/0001-15;SPECIAL RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2024-12-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;91279.000000;94469920.01;;;PJ;08.467.115/0001-00;CIA ESTADUAL DE DISTRIBUIÇÃO DE ENE;2027-10-14;S;DI1;DI de um dia;100.000000;1.400000;;S;N;
CLASSES - FIF;01.597.187/0001-15;SPECIAL RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2024-12-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;89995.000000;97308229.79;;2025-01-30;PJ;33.000.167/0001-01;PETROLEO BRASILEIRO S.A. PETROBRAS;2032-08-25;S;DI1;DI de um dia;100.000000;1.900000;;S;N;
CLASSES - FIF;01.597.187/0001-15;SPECIAL RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2024-12-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;56680.000000;59006417.27;;2025-01-30;PJ;97.837.181/0001-47;DURATEX S.A.;2028-03-30;S;DI1;DI de um dia;100.000000;1.705500;;S;N;
CLASSES - FIF;01.597.187/0001-15;SPECIAL RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2024-12-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;62537.000000;63263448.46;;2025-01-30;PJ;15.139.629/0001-94;CIA ELETRICIDADE ESTADO BAHIA;2027-06-20;S;DI1;DI de um dia;100.000000;1.390000;;S;N;
CLASSES - FIF;01.597.187/0001-15;SPECIAL RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2024-12-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;80066.000000;80299175.92;;2025-01-30;PJ;28.195.667/0001-06;BANCO ABC BRASIL S.A.;2026-12-20;S;DI1;DI de um dia;100.000000;0.750000;;S;N;
CLASSES - FIF;01.597.187/0001-15;SPECIAL RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2024-12-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;116148.000000;117494748.29;;2025-01-30;PJ;15.139.629/0001-94;CIA ELETRICIDADE ESTADO BAHIA;2029-06-20;S;DI1;DI de um dia;100.000000;1.540000;;S;N;
CLASSES - FIF;01.597.187/0001-15;SPECIAL RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2024-12-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;265667.000000;157535279.10;;2025-01-30;PJ;44.292.862/0001-00;EQUATORIAL PARTICIPACOES E INVESTIM;2026-01-10;S;DI1;DI de um dia;100.000000;0.650000;;S;N;
CLASSES - FIF;01.597.187/0001-15;SPECIAL RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2024-12-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;30000.000000;35738461.27;;2025-01-30;PJ;28.195.667/0001-06;BANCO ABC BRASIL S.A.;2025-08-14;S;DI1;DI de um dia;100.000000;1.800000;;S;N;
CLASSES - FIF;01.597.187/0001-15;SPECIAL RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2024-12-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;68742.000000;72934793.75;;2025-01-30;PJ;07.282.377/0001-20;ENERGISA SUL-SUDESTE - DISTRIBUIDOR;2026-07-06;S;DI1;DI de um dia;100.000000;1.550000;;S;N;
CLASSES - FIF;01.597.187/0001-15;SPECIAL RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2024-12-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;44806.000000;45322227.95;;2025-01-30;PJ;10.835.932/0001-08;COMPANHIA ENERGETICA DE PERNAMBUCO;2027-06-20;S;DI1;DI de um dia;100.000000;1.390000;;S;N;
CLASSES - FIF;01.597.187/0001-15;SPECIAL RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2024-12-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;23415.000000;24843155.54;;2025-01-30;PJ;19.527.639/0001-58;ENERGISA MINAS GERAIS DISTRIBUIDORA;2026-07-06;S;DI1;DI de um dia;100.000000;1.550000;;S;N;
CLASSES - FIF;01.597.187/0001-15;SPECIAL RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2024-12-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;30.000000;109728547.41;;2025-01-30;PJ;02.328.280/0001-97;Elektro Eletricidade e Serviços S/A;2026-08-30;S;DI1;DI de um dia;100.000000;1.580000;;S;N;
CLASSES - FIF;01.597.187/0001-15;SPECIAL RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2024-12-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;29836.000000;31613749.86;;2025-01-30;PJ;15.413.826/0001-50;EMP. ENERG. DE MATO GROSSO DO SUL;2026-07-11;S;DI1;DI de um dia;100.000000;1.550000;;S;N;
CLASSES - FIF;01.597.187/0001-15;SPECIAL RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2024-12-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;25.000000;24703711.09;;2025-01-30;PJ;02.328.280/0001-97;Elektro Eletricidade e Serviços S/A;2025-08-30;S;DI1;DI de um dia;100.000000;1.580000;;S;N;
