TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;PF_PJ_EMISSOR;CPF_CNPJ_EMISSOR;EMISSOR;DT_VENC;TITULO_POSFX;CD_INDEXADOR_POSFX;DS_INDEXADOR_POSFX;PR_INDEXADOR_POSFX;PR_CUPOM_POSFX;PR_TAXA_PREFX;TITULO_CETIP;TITULO_GARANTIA;CNPJ_INSTITUICAO_FINANC_COOBR
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;2706.000000;2634026.62;;2024-09-28;PJ;07.415.333/0001-20;SIMPAR S.A;2032-12-20;S;DI1;DI de um dia;100.000000;3.283044;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;2206.000000;2349708.05;;2024-09-28;PJ;04.992.714/0001-84;NOVA TRANSP SUD;2032-09-13;S;DI1;DI de um dia;100.000000;1.760959;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;1004.000000;1066785.34;;2024-09-28;PJ;06.047.087/0001-39;Rede DOr São Lu;2031-08-20;S;DI1;DI de um dia;100.000000;1.957335;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;1359.000000;1472577.87;;2024-09-28;PJ;06.047.087/0001-39;Rede DOr São Lu;2031-07-25;S;DI1;DI de um dia;100.000000;2.256497;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;1996.000000;2087446.84;;2024-09-28;PJ;61.532.644/0001-15;ITAUSA;2031-06-15;S;DI1;DI de um dia;100.000000;1.236769;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;S;Para negociação;;;;;778.000000;786345.05;;2024-09-28;PJ;89.086.144/0011-98;RANDON SA;2031-05-17;S;DI1;DI de um dia;100.000000;1.191840;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;689.000000;709115.96;;2024-09-28;PJ;00.001.180/0001-26;ELETROBRAS;2031-04-15;S;DI1;DI de um dia;100.000000;1.027568;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;1750.000000;1832490.75;;2024-09-28;PJ;07.594.978/0001-78;SMARTFIT;2030-10-20;S;DI1;DI de um dia;100.000000;2.096373;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;2025.000000;2033034.15;;2024-09-28;PJ;17.281.106/0001-03;COPASA MG;2030-09-15;S;DI1;DI de um dia;100.000000;1.294993;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;972.000000;983046.35;;2024-09-28;PJ;06.272.793/0001-84;EQUATORIAL MARA;2030-05-15;S;DI1;DI de um dia;100.000000;1.010447;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;672.000000;689611.52;;2024-09-28;PJ;61.156.113/0001-75;IOCHPE MAXION;2030-04-02;S;DI1;DI de um dia;100.000000;1.622237;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;3394.000000;3433615.25;;2024-09-28;PJ;60.894.730/0001-05;USIMINAS;2029-12-09;S;DI1;DI de um dia;100.000000;1.662950;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;861.000000;906517.70;;2024-09-28;PJ;00.242.184/0001-04;ARMAC LOCACA;2029-11-04;S;DI1;DI de um dia;100.000000;2.254854;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;153.000000;161088.51;;2024-09-28;PJ;00.242.184/0001-04;ARMAC LOCACA;2029-11-04;S;DI1;DI de um dia;100.000000;2.307654;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;662.000000;664644.50;;2024-09-28;PJ;75.609.123/0001-23;UNIDAS LOCACOES;2029-06-10;S;DI1;DI de um dia;100.000000;2.754888;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;936.000000;944177.26;;2024-09-28;PJ;33.611.500/0001-19;GERDAU S/A;2029-05-29;S;DI1;DI de um dia;100.000000;0.599522;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;1166.000000;1180982.19;;2024-09-28;PJ;02.932.074/0001-91;HYPE;2029-05-03;S;DI1;DI de um dia;100.000000;0.974310;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;1880.000000;1917026.31;;2024-09-28;PJ;07.859.971/0001-30;TAEE;2029-03-15;S;DI1;DI de um dia;100.000000;0.835517;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;355.000000;377608.13;;2024-09-28;PJ;71.208.516/0001-74;ALGAR TELECOM S;2029-01-15;S;DI1;DI de um dia;100.000000;1.508794;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;80.000000;86407.78;;2024-09-28;PJ;02.998.611/0001-04;TRANS PAULISTA;2028-11-15;S;DI1;DI de um dia;100.000000;2.834208;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;1390.000000;1420217.35;;2024-09-28;PJ;06.626.253/0001-51;PAGUE MENOS;2028-11-05;S;DI1;DI de um dia;100.000000;2.442831;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;894.000000;833380.27;;2024-09-28;PJ;12.420.164/0001-57;CM HOSPITALAR S;2028-11-05;S;DI1;DI de um dia;100.000000;1.771274;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;137.000000;127710.40;;2024-09-28;PJ;12.420.164/0001-57;CM HOSPITALAR S;2028-11-05;S;DI1;DI de um dia;100.000000;2.787559;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;1450.000000;1488674.41;;2024-09-28;PJ;16.676.520/0001-59;HOSP MATER DEI;2028-11-03;S;DI1;DI de um dia;100.000000;1.602923;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;767.000000;788745.16;;2024-09-28;PJ;23.373.000/0001-32;VAMOS LOCACAO;2028-10-15;S;DI1;DI de um dia;100.000000;2.418592;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;1097.000000;1118608.84;;2024-09-28;PJ;09.313.969/0001-97;AUTOPISTA LITOR;2028-10-15;S;DI1;DI de um dia;100.000000;1.552819;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;491.000000;500671.78;;2024-09-28;PJ;09.313.969/0001-97;AUTOPISTA LITOR;2028-10-15;S;DI1;DI de um dia;100.000000;2.057035;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;1877.000000;1947453.68;;2024-09-28;PJ;09.346.601/0001-25;B3 SA;2028-10-11;S;DI1;DI de um dia;100.000000;1.162833;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;378.000000;382535.18;;2024-09-28;PJ;08.827.501/0001-58;AEGEA SANEAMENT;2028-10-04;S;DI1;DI de um dia;100.000000;2.064622;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;269.000000;272227.41;;2024-09-28;PJ;08.827.501/0001-58;AEGEA SANEAMENT;2028-10-04;S;DI1;DI de um dia;100.000000;2.466368;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;2488.000000;2496448.03;;2024-09-28;PJ;25.005.683/0001-09;VERT COMPANHIA;2028-09-15;S;DI1;DI de um dia;100.000000;1.799336;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;671.000000;709003.56;;2024-09-28;PJ;00.001.180/0001-26;ELETROBRAS;2028-09-15;S;DI1;DI de um dia;100.000000;1.600228;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;618.000000;658859.56;;2024-09-28;PJ;15.139.629/0001-94;COELBA;2028-08-15;S;DI1;DI de um dia;100.000000;1.404868;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;1427.000000;1489462.49;;2024-09-28;PJ;02.600.854/0001-34;TIM BRASIL SERV;2028-07-25;S;DI1;DI de um dia;100.000000;2.092921;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;269.000000;280774.64;;2024-09-28;PJ;02.600.854/0001-34;TIM BRASIL SERV;2028-07-25;S;DI1;DI de um dia;100.000000;1.943261;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;700.000000;723596.83;;2024-09-28;PJ;50.746.577/0001-15;COSAN S/A IND;2028-06-20;S;DI1;DI de um dia;100.000000;2.032172;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;375.000000;391349.54;;2024-09-28;PJ;04.368.898/0001-06;COPEL SA;2028-06-15;S;DI1;DI de um dia;100.000000;1.276025;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;4807.000000;4859272.90;;2024-09-28;PJ;16.670.085/0001-55;LOCALIZA;2027-12-15;S;DI1;DI de um dia;100.000000;1.804443;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;246.000000;248675.08;;2024-09-28;PJ;16.670.085/0001-55;LOCALIZA;2027-12-15;S;DI1;DI de um dia;100.000000;1.936229;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;1722.000000;1630891.99;;2024-09-28;PJ;12.420.164/0001-57;CM HOSPITALAR S;2027-10-27;S;DI1;DI de um dia;100.000000;1.684416;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;1230.000000;1259663.95;;2024-09-28;PJ;08.402.943/0001-52;GUARARAPES;2027-10-25;S;DI1;DI de um dia;100.000000;2.354689;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;134.000000;498742.33;;2024-09-28;PJ;00.776.574/0001-56;AMERICANAS;2027-10-20;S;DI1;DI de um dia;100.000000;0.585756;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;739.000000;761408.49;;2024-09-28;PJ;00.389.481/0001-79;LM TRANSPORTE;2027-09-25;S;DI1;DI de um dia;100.000000;1.736462;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;637.000000;629969.36;;2024-09-28;PJ;12.420.164/0001-57;CM HOSPITALAR S;2027-07-22;S;DI1;DI de um dia;100.000000;1.643091;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;444.000000;501428.22;;2024-09-28;PJ;10.647.979/0001-48;CONCES ROTA BAN;2027-07-15;S;DI1;DI de um dia;100.000000;3.696018;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;194.000000;219092.51;;2024-09-28;PJ;10.647.979/0001-48;CONCES ROTA BAN;2027-07-15;S;DI1;DI de um dia;100.000000;1.784739;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;1599.000000;1691047.39;;2024-09-28;PJ;09.041.168/0001-10;LOG COM PROP;2027-07-11;S;DI1;DI de um dia;100.000000;1.749151;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;581.000000;489665.47;;2024-09-28;PJ;62.070.362/0001-06;COMPANHIA DO ME;2027-04-25;S;DI1;DI de um dia;100.000000;3.391497;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;765.000000;794385.74;;2024-09-28;PJ;04.128.563/0001-10;AES TIETE ENERG;2027-03-15;S;DI1;DI de um dia;100.000000;1.005628;;S;N;
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;Debêntures;Debênture simples;N;Para negociação;;;;;619.000000;632400.22;;2024-09-28;PJ;21.314.559/0001-66;MOVIDA PARTICIP;2027-03-05;S;DI1;DI de um dia;100.000000;2.630103;;S;N;
