TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;VL_VENDA_NEGOC;VL_AQUIS_NEGOC;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2025-02-28;Outros valores mobiliários registrados na CVM objeto de oferta pública;;;11897;;2025-08-27
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2025-02-28;Valores a pagar;;;1795707;;2025-08-27
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2025-02-28;Valores a receber;;;3580997;;2025-08-27
CLASSES - FIF;02.343.288/0001-22;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES MAINÁ;2025-02-28;Cotas de Fundos;;;930578543;;2025-08-27
CLASSES - FIF;02.343.288/0001-22;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES MAINÁ;2025-02-28;Operações Compromissadas;;;6836774;;2025-08-27
CLASSES - FIF;02.343.288/0001-22;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES MAINÁ;2025-02-28;Valores a pagar;;;1968127;;2025-08-27
CLASSES - FIF;02.343.288/0001-22;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES MAINÁ;2025-02-28;Valores a receber;;;30840;;2025-08-27
CLASSES - FIF;02.436.763/0001-05;SANTANDER SELEÇÃO CRESCIMENTO SENIOR AÇÕES - CLASSE DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA;2025-02-28;Cotas de Fundos;;;88315366;;2025-08-27
CLASSES - FIF;02.436.763/0001-05;SANTANDER SELEÇÃO CRESCIMENTO SENIOR AÇÕES - CLASSE DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA;2025-02-28;Disponibilidades;;;5000;;2025-08-27
CLASSES - FIF;02.436.763/0001-05;SANTANDER SELEÇÃO CRESCIMENTO SENIOR AÇÕES - CLASSE DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA;2025-02-28;Valores a pagar;;;220823;;2025-08-27
CLASSES - FIF;02.436.763/0001-05;SANTANDER SELEÇÃO CRESCIMENTO SENIOR AÇÕES - CLASSE DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA;2025-02-28;Valores a receber;;;293454;;2025-08-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2025-02-28;Ações;1329750;1372379;4446724;;2025-08-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2025-02-28;Ações e outros TVM cedidos em empréstimo;;;1340182;;2025-08-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2025-02-28;Certificado ou recibo de depósito de valores mobiliários;;;694760;;2025-08-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2025-02-28;Compras a termo a receber;;;2462770;;2025-08-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2025-02-28;Obrigações por ações e outros TVM recebidos em empréstimo;;;514706;;2025-08-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2025-02-28;Operações Compromissadas;;;616724;;2025-08-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2025-02-28;Outras operações passivas e exigibilidades;;;31580;;2025-08-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2025-02-28;Outros valores mobiliários registrados na CVM objeto de oferta pública;;;516;;2025-08-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2025-02-28;Valores a pagar;;;3318939;;2025-08-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2025-02-28;Valores a receber;;;73138;;2025-08-27
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2025-02-28;Ações;926400;757038;10362141;;2025-08-27
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2025-02-28;Certificado ou recibo de depósito de valores mobiliários;;;232255;;2025-08-27
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2025-02-28;Debêntures;;;124116;;2025-08-27
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2025-02-28;Obrigações por ações e outros TVM recebidos em empréstimo;;;1464163;;2025-08-27
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2025-02-28;Opções - Posições lançadas;;;23418;;2025-08-27
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2025-02-28;Opções - Posições titulares;;;251610;;2025-08-27
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2025-02-28;Operações Compromissadas;;;1750597;;2025-08-27
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2025-02-28;Valores a pagar;;;10849;;2025-08-27
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2025-02-28;Valores a receber;;;77629;;2025-08-27
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2025-02-28;Ações;11145574;0;296559546;;2025-08-27
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2025-02-28;Ações e outros TVM cedidos em empréstimo;;;121535482;;2025-08-27
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2025-02-28;Certificado ou recibo de depósito de valores mobiliários;;;14614244;;2025-08-27
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2025-02-28;Disponibilidades;;;10404;;2025-08-27
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2025-02-28;Mercado Futuro - Posições compradas;;;-96512;;2025-08-27
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2025-02-28;Operações Compromissadas;;;1172167;;2025-08-27
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2025-02-28;Outros valores mobiliários registrados na CVM objeto de oferta pública;;;39302;;2025-08-27
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2025-02-28;Valores a pagar;;;996132;;2025-08-27
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2025-02-28;Valores a receber;;;8017219;;2025-08-27
CLASSES - FIF;04.435.076/0001-09;SANTANDER SELEÇÃO MAX AÇÕES - CLASSE DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA;2025-02-28;Cotas de Fundos;;;7433777;;2025-08-27
CLASSES - FIF;04.435.076/0001-09;SANTANDER SELEÇÃO MAX AÇÕES - CLASSE DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA;2025-02-28;Disponibilidades;;;5000;;2025-08-27
CLASSES - FIF;04.435.076/0001-09;SANTANDER SELEÇÃO MAX AÇÕES - CLASSE DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA;2025-02-28;Valores a pagar;;;12907;;2025-08-27
CLASSES - FIF;04.435.076/0001-09;SANTANDER SELEÇÃO MAX AÇÕES - CLASSE DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA;2025-02-28;Valores a receber;;;10200;;2025-08-27
CLASSES - FIF;04.437.399/0001-23;GUEPARDO C FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2025-02-28;Cotas de Fundos;;;38589133;;2025-08-27
CLASSES - FIF;04.437.399/0001-23;GUEPARDO C FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2025-02-28;Disponibilidades;;;24144;;2025-08-27
CLASSES - FIF;04.437.399/0001-23;GUEPARDO C FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2025-02-28;Valores a pagar;;;60546;;2025-08-27
CLASSES - FIF;04.437.399/0001-23;GUEPARDO C FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2025-02-28;Valores a receber;;;9079;;2025-08-27
CLASSES - FIF;04.568.129/0001-51;LYNDOS FUNDOS DE INVESTIMENTO DE ACOES;2025-02-28;Ações;44663;594231;5661084;;2025-08-27
CLASSES - FIF;04.568.129/0001-51;LYNDOS FUNDOS DE INVESTIMENTO DE ACOES;2025-02-28;Ações e outros TVM cedidos em empréstimo;;;96690;;2025-08-27
CLASSES - FIF;04.568.129/0001-51;LYNDOS FUNDOS DE INVESTIMENTO DE ACOES;2025-02-28;Certificado ou recibo de depósito de valores mobiliários;;;413887;;2025-08-27
CLASSES - FIF;04.568.129/0001-51;LYNDOS FUNDOS DE INVESTIMENTO DE ACOES;2025-02-28;Cotas de Fundos;;;2099732;;2025-08-27
CLASSES - FIF;04.568.129/0001-51;LYNDOS FUNDOS DE INVESTIMENTO DE ACOES;2025-02-28;Operações Compromissadas;;;49958;;2025-08-27
CLASSES - FIF;04.568.129/0001-51;LYNDOS FUNDOS DE INVESTIMENTO DE ACOES;2025-02-28;Outros valores mobiliários registrados na CVM objeto de oferta pública;;;877;;2025-08-27
CLASSES - FIF;04.568.129/0001-51;LYNDOS FUNDOS DE INVESTIMENTO DE ACOES;2025-02-28;Títulos Públicos;252250;252127;86083;;2025-08-27
CLASSES - FIF;04.568.129/0001-51;LYNDOS FUNDOS DE INVESTIMENTO DE ACOES;2025-02-28;Valores a pagar;;;6905;;2025-08-27
CLASSES - FIF;04.568.129/0001-51;LYNDOS FUNDOS DE INVESTIMENTO DE ACOES;2025-02-28;Valores a receber;;;21121;;2025-08-27
CLASSES - FIF;04.616.277/0001-02;SANTANDER ETHICAL SUSTENTABILIDADE SPECIAL IS AÇÕES - CIC FIF RESP LIMITADA;2025-02-28;Cotas de Fundos;;;18857645;;2025-08-27
CLASSES - FIF;04.616.277/0001-02;SANTANDER ETHICAL SUSTENTABILIDADE SPECIAL IS AÇÕES - CIC FIF RESP LIMITADA;2025-02-28;Disponibilidades;;;5000;;2025-08-27
CLASSES - FIF;04.616.277/0001-02;SANTANDER ETHICAL SUSTENTABILIDADE SPECIAL IS AÇÕES - CIC FIF RESP LIMITADA;2025-02-28;Valores a pagar;;;27495;;2025-08-27
CLASSES - FIF;04.616.277/0001-02;SANTANDER ETHICAL SUSTENTABILIDADE SPECIAL IS AÇÕES - CIC FIF RESP LIMITADA;2025-02-28;Valores a receber;;;54081;;2025-08-27
CLASSES - FIF;04.702.079/0001-53;FUNDO DE INVESTIMENTO EM AÇÕES IP SELEÇÃO;2025-02-28;Ações;6895977;84914;123068864;;2025-08-27
CLASSES - FIF;04.702.079/0001-53;FUNDO DE INVESTIMENTO EM AÇÕES IP SELEÇÃO;2025-02-28;Ações e outros TVM cedidos em empréstimo;;;5395226;;2025-08-27
CLASSES - FIF;04.702.079/0001-53;FUNDO DE INVESTIMENTO EM AÇÕES IP SELEÇÃO;2025-02-28;Brazilian Depository Receipt - BDR;;;142321330;;2025-08-27
CLASSES - FIF;04.702.079/0001-53;FUNDO DE INVESTIMENTO EM AÇÕES IP SELEÇÃO;2025-02-28;Certificado ou recibo de depósito de valores mobiliários;;;48276914;;2025-08-27
CLASSES - FIF;04.702.079/0001-53;FUNDO DE INVESTIMENTO EM AÇÕES IP SELEÇÃO;2025-02-28;Mercado Futuro - Posições vendidas;;;-979138;;2025-08-27
CLASSES - FIF;04.702.079/0001-53;FUNDO DE INVESTIMENTO EM AÇÕES IP SELEÇÃO;2025-02-28;Operações Compromissadas;;;12671881;;2025-08-27
CLASSES - FIF;04.702.079/0001-53;FUNDO DE INVESTIMENTO EM AÇÕES IP SELEÇÃO;2025-02-28;Outros valores mobiliários registrados na CVM objeto de oferta pública;;;135969;;2025-08-27
CLASSES - FIF;04.702.079/0001-53;FUNDO DE INVESTIMENTO EM AÇÕES IP SELEÇÃO;2025-02-28;Valores a pagar;;;268306;;2025-08-27
CLASSES - FIF;04.702.079/0001-53;FUNDO DE INVESTIMENTO EM AÇÕES IP SELEÇÃO;2025-02-28;Valores a receber;;;6909961;;2025-08-27
CLASSES - FIF;04.736.006/0001-82;SANTANDER ETHICAL SUSTENTABILIDADE IS AÇÕES - FIF RESPONSABILIDADE LIMITADA;2025-02-28;Ações;4684347;3672153;36157809;;2025-08-27
CLASSES - FIF;04.736.006/0001-82;SANTANDER ETHICAL SUSTENTABILIDADE IS AÇÕES - FIF RESPONSABILIDADE LIMITADA;2025-02-28;Certificado ou recibo de depósito de valores mobiliários;;;4275541;;2025-08-27
CLASSES - FIF;04.736.006/0001-82;SANTANDER ETHICAL SUSTENTABILIDADE IS AÇÕES - FIF RESPONSABILIDADE LIMITADA;2025-02-28;Disponibilidades;;;10668;;2025-08-27
CLASSES - FIF;04.736.006/0001-82;SANTANDER ETHICAL SUSTENTABILIDADE IS AÇÕES - FIF RESPONSABILIDADE LIMITADA;2025-02-28;Mercado Futuro - Posições compradas;;;-5568;;2025-08-27
CLASSES - FIF;04.736.006/0001-82;SANTANDER ETHICAL SUSTENTABILIDADE IS AÇÕES - FIF RESPONSABILIDADE LIMITADA;2025-02-28;Opções - Posições lançadas;;;119340;;2025-08-27
CLASSES - FIF;04.736.006/0001-82;SANTANDER ETHICAL SUSTENTABILIDADE IS AÇÕES - FIF RESPONSABILIDADE LIMITADA;2025-02-28;Opções - Posições titulares;;;167040;;2025-08-27
CLASSES - FIF;04.736.006/0001-82;SANTANDER ETHICAL SUSTENTABILIDADE IS AÇÕES - FIF RESPONSABILIDADE LIMITADA;2025-02-28;Operações Compromissadas;;;390005;;2025-08-27
CLASSES - FIF;04.736.006/0001-82;SANTANDER ETHICAL SUSTENTABILIDADE IS AÇÕES - FIF RESPONSABILIDADE LIMITADA;2025-02-28;Outros valores mobiliários registrados na CVM objeto de oferta pública;;;4309;;2025-08-27
CLASSES - FIF;04.736.006/0001-82;SANTANDER ETHICAL SUSTENTABILIDADE IS AÇÕES - FIF RESPONSABILIDADE LIMITADA;2025-02-28;Valores a pagar;;;47042;;2025-08-27
CLASSES - FIF;04.736.006/0001-82;SANTANDER ETHICAL SUSTENTABILIDADE IS AÇÕES - FIF RESPONSABILIDADE LIMITADA;2025-02-28;Valores a receber;;;1351862;;2025-08-27
CLASSES - FIF;04.981.711/0001-45;SANTANDER PB JURUA AÇÕES - FUNDO DE INVESTIMENTO FINANCEIRO;2025-02-28;Ações;0;2033503;13142889;;2025-08-27
CLASSES - FIF;04.981.711/0001-45;SANTANDER PB JURUA AÇÕES - FUNDO DE INVESTIMENTO FINANCEIRO;2025-02-28;Ações e outros TVM cedidos em empréstimo;;;4825121;;2025-08-27
CLASSES - FIF;04.981.711/0001-45;SANTANDER PB JURUA AÇÕES - FUNDO DE INVESTIMENTO FINANCEIRO;2025-02-28;Cotas de Fundos;;;3915863;;2025-08-27
CLASSES - FIF;04.981.711/0001-45;SANTANDER PB JURUA AÇÕES - FUNDO DE INVESTIMENTO FINANCEIRO;2025-02-28;Disponibilidades;;;4750;;2025-08-27
CLASSES - FIF;04.981.711/0001-45;SANTANDER PB JURUA AÇÕES - FUNDO DE INVESTIMENTO FINANCEIRO;2025-02-28;Valores a pagar;;;31411;;2025-08-27
CLASSES - FIF;04.981.711/0001-45;SANTANDER PB JURUA AÇÕES - FUNDO DE INVESTIMENTO FINANCEIRO;2025-02-28;Valores a receber;;;393900;;2025-08-27
CLASSES - FIF;06.035.405/0001-41;GUEPARDO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2025-02-28;Cotas de Fundos;;;133785179;;2025-08-27
CLASSES - FIF;06.035.405/0001-41;GUEPARDO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2025-02-28;Disponibilidades;;;50630;;2025-08-27
CLASSES - FIF;06.035.405/0001-41;GUEPARDO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2025-02-28;Valores a pagar;;;341451;;2025-08-27
CLASSES - FIF;06.035.405/0001-41;GUEPARDO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES;2025-02-28;Valores a receber;;;144226;;2025-08-27
CLASSES - FIF;06.134.949/0001-60;SPARTA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-02-28;Ações;0;0;254853715;;2025-08-27
CLASSES - FIF;06.134.949/0001-60;SPARTA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-02-28;Brazilian Depository Receipt - BDR;;;20891813;;2025-08-27
CLASSES - FIF;06.134.949/0001-60;SPARTA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-02-28;Obrigações por ações e outros TVM recebidos em empréstimo;;;196052845;;2025-08-27
CLASSES - FIF;06.134.949/0001-60;SPARTA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-02-28;Opções - Posições lançadas;;;488731;;2025-08-27
CLASSES - FIF;06.134.949/0001-60;SPARTA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-02-28;Opções - Posições titulares;;;870152;;2025-08-27
CLASSES - FIF;06.964.937/0001-63;OPPORTUNITY SELECTION MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-02-28;Ações;0;19837756;243263652;;2025-08-27
CLASSES - FIF;06.964.937/0001-63;OPPORTUNITY SELECTION MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-02-28;Ações e outros TVM cedidos em empréstimo;;;10708961;;2025-08-27
CLASSES - FIF;06.964.937/0001-63;OPPORTUNITY SELECTION MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-02-28;Brazilian Depository Receipt - BDR;;;54208549;;2025-08-27
CLASSES - FIF;06.964.937/0001-63;OPPORTUNITY SELECTION MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-02-28;Certificado ou recibo de depósito de valores mobiliários;;;21675185;;2025-08-27
CLASSES - FIF;06.964.937/0001-63;OPPORTUNITY SELECTION MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-02-28;Obrigações por ações e outros TVM recebidos em empréstimo;;;52706317;;2025-08-27
CLASSES - FIF;06.964.937/0001-63;OPPORTUNITY SELECTION MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-02-28;Opções - Posições lançadas;;;3595588;;2025-08-27
CLASSES - FIF;06.964.937/0001-63;OPPORTUNITY SELECTION MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2025-02-28;Opções - Posições titulares;;;389232;;2025-08-27
CLASSES - FIF;07.152.170/0001-30;XP INVESTOR CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-02-28;Ações;9521846;26870006;121808101;;2025-08-27
CLASSES - FIF;07.152.170/0001-30;XP INVESTOR CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-02-28;Certificado ou recibo de depósito de valores mobiliários;0;0;8379404;;2025-08-27
CLASSES - FIF;07.152.170/0001-30;XP INVESTOR CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-02-28;Cotas de Fundos;15742191;14764366;8788919;;2025-08-27
CLASSES - FIF;07.152.170/0001-30;XP INVESTOR CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-02-28;Disponibilidades;;;2000;;2025-08-27
CLASSES - FIF;07.152.170/0001-30;XP INVESTOR CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-02-28;Operações Compromissadas;;;9999162;;2025-08-27
CLASSES - FIF;07.152.170/0001-30;XP INVESTOR CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-02-28;Outros valores mobiliários registrados na CVM objeto de oferta pública;0;0;23380;;2025-08-27
CLASSES - FIF;07.152.170/0001-30;XP INVESTOR CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-02-28;Valores a pagar;;;5362094;;2025-08-27
CLASSES - FIF;07.152.170/0001-30;XP INVESTOR CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2025-02-28;Valores a receber;;;1653394;;2025-08-27
CLASSES - FIF;07.187.517/0001-80;PORTO SFA FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2025-02-28;Cotas de Fundos;;;280898946;;2025-08-27
CLASSES - FIF;07.187.517/0001-80;PORTO SFA FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2025-02-28;Disponibilidades;;;30647;;2025-08-27
CLASSES - FIF;07.187.517/0001-80;PORTO SFA FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2025-02-28;Valores a pagar;;;430825;;2025-08-27
CLASSES - FIF;07.187.517/0001-80;PORTO SFA FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2025-02-28;Valores a receber;;;781;;2025-08-27
CLASSES - FIF;07.205.740/0001-03;BONANÇA FUNDO DE INVESTIMENTO EM AÇÕES;2025-02-28;Ações;1972350;6314688;35923057;;2025-08-27
CLASSES - FIF;07.205.740/0001-03;BONANÇA FUNDO DE INVESTIMENTO EM AÇÕES;2025-02-28;Ações e outros TVM cedidos em empréstimo;;;8178642;;2025-08-27
CLASSES - FIF;07.205.740/0001-03;BONANÇA FUNDO DE INVESTIMENTO EM AÇÕES;2025-02-28;Certificado ou recibo de depósito de valores mobiliários;;;3092097;;2025-08-27
CLASSES - FIF;07.205.740/0001-03;BONANÇA FUNDO DE INVESTIMENTO EM AÇÕES;2025-02-28;Compras a termo a receber;;;217530;;2025-08-27
CLASSES - FIF;07.205.740/0001-03;BONANÇA FUNDO DE INVESTIMENTO EM AÇÕES;2025-02-28;Cotas de Fundos;;;7531716;;2025-08-27
CLASSES - FIF;07.205.740/0001-03;BONANÇA FUNDO DE INVESTIMENTO EM AÇÕES;2025-02-28;Opções - Posições lançadas;;;173761;;2025-08-27
CLASSES - FIF;07.205.740/0001-03;BONANÇA FUNDO DE INVESTIMENTO EM AÇÕES;2025-02-28;Opções - Posições titulares;;;98645;;2025-08-27
CLASSES - FIF;07.205.740/0001-03;BONANÇA FUNDO DE INVESTIMENTO EM AÇÕES;2025-02-28;Valores a pagar;;;253157;;2025-08-27
CLASSES - FIF;07.205.740/0001-03;BONANÇA FUNDO DE INVESTIMENTO EM AÇÕES;2025-02-28;Valores a receber;;;529830;;2025-08-27
CLASSES - FIF;07.663.801/0001-86;SANTANDER ALOCAÇÃO AÇÕES - FIF RESP LIMITADA;2025-02-28;Cotas de Fundos;;;17185343;;2025-08-27
